0.3996E-01	1335679600
0.1066	2297393000
0.1733	2992331800
0.2400	3385568400
0.3067	3599951600
0.3734	3703530000
0.4401	3736651000
0.5068	3724607000
0.5735	3683657400
0.6402	3624641800
0.7069	3554786600
0.7735	3478909400
0.8402	3400021200
0.9069	3319928600
0.9736	3240438200
1.040	3162754400
1.107	3086275000
1.174	3012806600
1.240	2941747000
1.307	2873698400
1.374	2808058600
1.440	2744827600
1.507	2684607600
1.574	2626796400
1.640	2571394000
1.707	2517798200
1.774	2467213400
1.841	2418435200
1.907	2371463600
1.974	2326900800
2.041	2283542400
2.107	2242592800
2.174	2202847600
2.241	2164909000
2.307	2128174800
2.374	2093247200
2.441	2059524000
2.507	2027005200
2.574	1995690800
2.641	1965580800
2.708	1936675200
2.774	1908371800
2.841	1881272800
2.908	1855378200
2.974	1830085800
3.041	1805997800
3.108	1782512000
3.174	1759628400
3.241	1737347000
3.308	1716270000
3.374	1695795200
3.441	1675922600
3.508	1656652200
3.574	1637984000
3.641	1619918000
3.708	1601852000
3.775	1584990400
3.841	1568731000
3.908	1552471600
3.975	1536814400
4.041	1521759400
4.108	1507306600
4.175	1492853800
4.241	1479003200
4.308	1465152600
4.375	1452506400
4.441	1439258000
4.508	1427214000
4.575	1415170000
4.642	1403126000
4.708	1391684200
4.775	1380844600
4.842	1370005000
4.908	1359165400
4.975	1348928000
5.042	1338690600
5.108	1329055400
5.175	1319420200
5.242	1310387200
5.308	1301354200
5.375	1292321200
5.442	1283890400
5.508	1275459600
5.575	1267028800
5.642	1259200200
5.709	1251371600
5.775	1243543000
5.842	1236316600
5.909	1229090200
5.975	1221863800
6.042	1214637400
6.109	1208013200
6.175	1201389000
6.242	1194764800
6.309	1188742800
6.375	1182118600
6.442	1176096600
6.509	1170676800
6.575	1164654800
6.642	1159235000
6.709	1153213000
6.776	1148395400
6.842	1142975600
6.909	1137555800
6.976	1132738200
7.042	1127920600
7.109	1122500800
7.176	1118285400
7.242	1113467800
7.309	1108650200
7.376	1104434800
7.442	1100219400
7.509	1096004000
7.576	1091788600
7.643	1087573200
7.709	1083960000
7.776	1079744600
7.843	1076131400
7.909	1072518200
7.976	1068302800
8.043	1065291800
8.109	1061678600
8.176	1058065400
8.243	1054452200
8.309	1051441200
8.376	1048430200
8.443	1044817000
8.509	1041806000
8.576	1038795000
8.643	1035784000
8.710	1033375200
8.776	1030364200
8.843	1027353200
8.910	1024944400
8.976	1021933400
9.043	1019524600
9.110	1017115800
9.176	1014707000
9.243	1012298200
9.310	1009889400
9.376	1007480600
9.443	1005071800
9.510	1002663000
9.576	1000856400
9.643	998447600
9.710	996641000
9.777	994232200
9.843	992425600
9.910	990619000
9.977	988812400
10.04	987005800
10.11	984597000
10.18	983392600
10.24	981586000
10.31	979779400
10.38	977972800
10.44	976166200
10.51	974961800
10.58	973155200
10.64	971950800
10.71	970144200
10.78	968939800
10.84	967133200
10.91	965928800
10.98	964724400
11.04	963520000
11.11	962315600
11.18	960509000
11.24	959304600
11.31	958100200
11.38	957498000
11.44	956293600
11.51	955089200
11.58	953884800
11.64	952680400
11.71	952078200
11.78	950873800
11.84	949669400
11.91	949067200
11.98	947862800
12.04	947260600
12.11	946658400
12.18	945454000
12.24	944851800
12.31	944249600
12.38	943045200
12.44	942443000
12.51	941840800
12.58	941238600
12.64	940636400
12.71	940034200
12.78	939432000
12.84	938829800
12.91	938227600
12.98	937625400
13.04	937023200
13.11	936421000
13.18	935818800
13.24	935818800
13.31	935216600
13.38	934614400
13.44	934012200
13.51	934012200
13.58	933410000
13.64	933410000
13.71	932807800
13.78	932807800
13.84	932205600
13.91	932205600
13.98	931603400
14.04	931603400
14.11	931001200
14.18	931001200
14.24	931001200
14.31	931001200
14.38	930399000
14.44	930399000
14.51	930399000
14.58	930399000
14.64	930399000
14.71	929796800
14.78	929796800
14.84	929796800
14.91	929796800
14.98	929796800
15.04	929796800
15.11	929796800
15.18	929796800
15.25	929796800
15.31	929796800
15.38	929796800
15.45	930399000
15.51	930399000
15.58	930399000
15.65	930399000
15.71	930399000
15.78	931001200
15.85	931001200
15.91	931001200
15.98	931001200
16.05	931603400
16.11	931603400
16.18	931603400
16.25	932205600
16.31	932205600
16.38	932807800
16.45	932807800
16.51	933410000
16.58	933410000
16.65	934012200
16.71	934012200
16.78	934614400
16.85	934614400
16.91	935216600
16.98	935216600
17.05	935818800
17.11	936421000
17.18	936421000
17.25	937023200
17.31	937023200
17.38	937625400
17.45	938227600
17.51	938829800
17.58	938829800
17.65	939432000
17.71	940034200
17.78	940636400
17.85	940636400
17.91	941238600
17.98	941840800
18.05	942443000
18.11	943045200
18.18	943647400
18.25	943647400
18.31	944249600
18.38	944851800
18.45	945454000
18.51	946056200
18.58	946658400
18.65	947260600
18.71	947862800
18.78	948465000
18.85	949067200
18.91	949669400
18.98	950271600
19.05	950873800
19.11	951476000
19.18	952078200
19.25	952680400
19.31	953282600
19.38	953884800
19.45	955089200
19.51	955691400
19.58	956293600
19.65	956895800
19.71	957498000
19.78	958100200
19.85	958702400
19.91	959906800
19.98	960509000
