5.3850E-02	6.3179E+00	2.9381E-01
2.5440E-01	4.9681E+00	1.7955E+00
4.2660E-01	1.9113E+00	1.5212E+00
5.8660E-01	1.0611E+00	1.2181E+00
7.5510E-01	7.0168E-01	1.0200E+00
9.3390E-01	5.1118E-01	8.8219E-01
1.1200E+00	3.9413E-01	7.8874E-01
1.3060E+00	3.1474E-01	7.0607E-01
1.4900E+00	2.5811E-01	6.5016E-01
1.6720E+00	2.1637E-01	6.0463E-01
1.8560E+00	1.8486E-01	5.7228E-01
2.0400E+00	1.6038E-01	5.4073E-01
2.2160E+00	1.4085E-01	5.1038E-01
2.3990E+00	1.2508E-01	4.8722E-01
2.5830E+00	1.1202E-01	4.6725E-01
2.7650E+00	1.0108E-01	4.5048E-01
2.9480E+00	9.1773E-02	4.3450E-01
3.1300E+00	8.3786E-02	4.2013E-01
3.3110E+00	7.6837E-02	4.0655E-01
3.4890E+00	7.0727E-02	3.9473E-01
3.6650E+00	6.5375E-02	3.8375E-01
3.8390E+00	6.0663E-02	3.7364E-01
4.0110E+00	5.6470E-02	3.6434E-01
4.1790E+00	5.2756E-02	3.5567E-01
4.3430E+00	4.9601E-02	3.4788E-01
4.4960E+00	4.6925E-02	3.4101E-01
4.6390E+00	4.4848E-02	3.3518E-01
4.7630E+00	4.3331E-02	3.3035E-01
4.8690E+00	4.2252E-02	3.2656E-01
4.9570E+00	4.1613E-02	3.2372E-01
5.0300E+00	4.1254E-02	3.2161E-01
5.0890E+00	4.1134E-02	3.2009E-01
5.1370E+00	4.1134E-02	3.1901E-01
5.1770E+00	4.1214E-02	3.1817E-01
5.2100E+00	4.1374E-02	3.1761E-01
5.2380E+00	4.1494E-02	3.1721E-01
5.2620E+00	4.1653E-02	3.1685E-01
5.2830E+00	4.1773E-02	3.1661E-01
5.3030E+00	4.1893E-02	3.1637E-01
5.3210E+00	4.1973E-02	3.1609E-01
5.3380E+00	4.2013E-02	3.1585E-01
5.3540E+00	4.2053E-02	3.1562E-01
5.3700E+00	4.2053E-02	3.1534E-01
5.3850E+00	4.2053E-02	3.1506E-01
5.4010E+00	4.2013E-02	3.1478E-01
5.4160E+00	4.1933E-02	3.1446E-01
5.4310E+00	4.1893E-02	3.1410E-01
5.4460E+00	4.1813E-02	3.1378E-01
5.4610E+00	4.1693E-02	3.1338E-01
5.4760E+00	4.1613E-02	3.1294E-01
5.4910E+00	4.1494E-02	3.1258E-01
5.5070E+00	4.1334E-02	3.1214E-01
5.5220E+00	4.1214E-02	3.1174E-01
5.5380E+00	4.1054E-02	3.1130E-01
5.5540E+00	4.0935E-02	3.1086E-01
5.5690E+00	4.0775E-02	3.1042E-01
5.5850E+00	4.0615E-02	3.0998E-01
5.6020E+00	4.0455E-02	3.0950E-01
5.6180E+00	4.0296E-02	3.0907E-01
5.6340E+00	4.0136E-02	3.0859E-01
5.6510E+00	3.9936E-02	3.0811E-01
5.6670E+00	3.9784E-02	3.0763E-01
5.6840E+00	3.9617E-02	3.0715E-01
5.7010E+00	3.9445E-02	3.0667E-01
5.7180E+00	3.9273E-02	3.0619E-01
5.7350E+00	3.9101E-02	3.0571E-01
5.7520E+00	3.8930E-02	3.0523E-01
5.7690E+00	3.8754E-02	3.0471E-01
5.7870E+00	3.8586E-02	3.0423E-01
5.8040E+00	3.8415E-02	3.0375E-01
5.8220E+00	3.8247E-02	3.0327E-01
5.8390E+00	3.8083E-02	3.0280E-01
5.8570E+00	3.7919E-02	3.0232E-01
5.8740E+00	3.7756E-02	3.0184E-01
5.8920E+00	3.7592E-02	3.0136E-01
5.9100E+00	3.7436E-02	3.0088E-01
5.9280E+00	3.7276E-02	3.0040E-01
5.9450E+00	3.7121E-02	2.9992E-01
5.9630E+00	3.6969E-02	2.9948E-01
5.9810E+00	3.6817E-02	2.9900E-01
5.9990E+00	3.6669E-02	2.9852E-01
6.0170E+00	3.6522E-02	2.9808E-01
6.0350E+00	3.6378E-02	2.9760E-01
6.0530E+00	3.6234E-02	2.9716E-01
6.0710E+00	3.6094E-02	2.9673E-01
6.0890E+00	3.5958E-02	2.9625E-01
6.1070E+00	3.5823E-02	2.9581E-01
6.1250E+00	3.5691E-02	2.9537E-01
6.1430E+00	3.5559E-02	2.9493E-01
6.1610E+00	3.5431E-02	2.9449E-01
6.1790E+00	3.5308E-02	2.9405E-01
6.1970E+00	3.5184E-02	2.9361E-01
6.2150E+00	3.5060E-02	2.9317E-01
6.2320E+00	3.4940E-02	2.9277E-01
6.2500E+00	3.4824E-02	2.9233E-01
6.2680E+00	3.4708E-02	2.9193E-01
6.2860E+00	3.4597E-02	2.9149E-01
6.3040E+00	3.4485E-02	2.9109E-01
6.3220E+00	3.4377E-02	2.9065E-01
6.3400E+00	3.4269E-02	2.9026E-01
6.3580E+00	3.4165E-02	2.8986E-01
6.3750E+00	3.4062E-02	2.8946E-01
6.3930E+00	3.3962E-02	2.8902E-01
6.4110E+00	3.3858E-02	2.8862E-01
6.4290E+00	3.3758E-02	2.8822E-01
6.4460E+00	3.3662E-02	2.8782E-01
6.4640E+00	3.3570E-02	2.8742E-01
6.4820E+00	3.3478E-02	2.8702E-01
6.4990E+00	3.3387E-02	2.8662E-01
6.5170E+00	3.3299E-02	2.8622E-01
6.5340E+00	3.3211E-02	2.8582E-01
6.5520E+00	3.3123E-02	2.8546E-01
6.5700E+00	3.3039E-02	2.8506E-01
6.5870E+00	3.2955E-02	2.8466E-01
