"Points:0","Points:1","Points:2","velocity_:0","velocity_:1","w_he"
0.0027722,-0.018378,0,0.10244,-0.22747,0.0094925
0.0028317,-0.018384,0,0.10533,-0.22243,0.0082401
0.0026173,-0.019451,0,0.32984,-0.10051,0.022905
0.0025971,-0.019506,0,0.35228,-0.089035,0.025106
0.0025524,-0.019482,0,0.33827,-0.093674,0.026506
0.0026072,-0.019479,0,0.34081,-0.094881,0.024006
0.0025747,-0.019494,0,0.3453,-0.09122,0.025806
0.0025849,-0.019467,0,0.33413,-0.097105,0.024705
0.0011913,-0.018197,0,0.031094,-1.1964,0.19079
0.0012374,-0.018298,0,0.033634,-1.0824,0.1786
0.0011387,-0.018271,0,0.033086,-1.3385,0.20424
0.0012143,-0.018247,0,0.032253,-1.1378,0.1847
0.001188,-0.018284,0,0.033211,-1.2023,0.19142
0.001165,-0.018234,0,0.032088,-1.265,0.19751
0.002222,2.202e-05,0,0.030269,0.093778,0.013125
0.0021637,-8.7653e-05,0,0.015246,0.092451,0.015002
0.0021055,3.0858e-05,0,0.033022,0.089835,0.01671
0.0021929,-3.2816e-05,0,0.022925,0.093065,0.014064
0.0021346,-2.8397e-05,0,0.024279,0.091499,0.015856
0.0021638,2.6439e-05,0,0.031833,0.092123,0.014918
0.0026104,-0.017661,0,0.043643,-0.2909,0.012839
0.0025233,-0.017756,0,0.045763,-0.29633,0.015796
0.0024713,-0.017637,0,0.038194,-0.30956,0.017581
0.0025668,-0.017708,0,0.044684,-0.29339,0.014318
0.0024973,-0.017696,0,0.041904,-0.30292,0.016689
0.0025409,-0.017649,0,0.040913,-0.29977,0.01521
0.0070764,-0.019596,0,0.29377,-0.13728,1.7485e-06
0.0069899,-0.019646,0,0.30366,-0.13487,2.7e-06
0.0070956,-0.0197,0,0.30746,-0.13697,2.0012e-06
0.0030385,-0.00381,0,-0.12254,-0.172,0.0011934
0.0031528,-0.0037665,0,-0.12532,-0.1839,0.0008061
0.003119,-0.0039233,0,-0.12234,-0.18805,0.00092622
0.0030956,-0.0037882,0,-0.12394,-0.17789,0.00099977
0.0031359,-0.0038449,0,-0.12384,-0.18599,0.00086616
0.0030787,-0.0038666,0,-0.12247,-0.18006,0.0010598
0.00045482,-0.019933,0,0.020895,-4.7439,0.3461
0.00043335,-0.019929,0,0.017652,-4.8807,0.3493
0.00044489,-0.019949,0,0.015168,-4.8038,0.34742
0.0073284,-0.013167,0,0.01094,-0.17646,9.4098e-10
0.0070208,-0.013099,0,0.0098262,-0.21517,3.5555e-09
0.0072737,-0.012886,0,0.0079687,-0.18526,1.134e-09
0.0071746,-0.013133,0,0.010514,-0.1965,2.2482e-09
0.0071473,-0.012992,0,0.0089645,-0.20075,2.3447e-09
0.0073011,-0.013026,0,0.0094725,-0.18084,1.0375e-09
0.00015546,-0.00058945,0,0.13765,-13.806,1.004
0.00021041,-0.00068085,0,0.17349,-12.657,0.99885
9.9676e-05,-0.0007026,0,0.08667,-14.331,1.0046
0.00018293,-0.00063515,0,0.15663,-13.261,1.0014
0.00015504,-0.00069172,0,0.13325,-13.641,1.0017
0.00012757,-0.00064602,0,0.11174,-14.108,1.0043
0.0051201,-0.00023078,0,-0.15534,-0.35441,9.7182e-07
0.0050615,-5.3352e-05,0,-0.14627,-0.33031,1.3388e-06
0.0052882,-0.000108,0,-0.15376,-0.38863,4.9912e-07
0.0050908,-0.00014206,0,-0.15114,-0.34271,1.1553e-06
0.0051748,-8.0678e-05,0,-0.15063,-0.36057,9.1898e-07
0.0052042,-0.00016939,0,-0.1547,-0.37167,7.3547e-07
0.0030523,-0.018591,0,0.13749,-0.19421,0.005219
0.0030516,-0.018641,0,0.1444,-0.19029,0.0053379
0.0031021,-0.018613,0,0.14184,-0.19079,0.0047135
0.0013214,-0.019573,0,0.15569,-0.75295,0.16342
0.0013363,-0.019551,0,0.15236,-0.72992,0.16013
0.0013072,-0.019548,0,0.1468,-0.78866,0.16568
0.00991,-0.02,0,0,0,0
0.01,-0.01991,0,0,0,0
0.0099735,-0.019974,0,0,0,0
0.009955,-0.019955,0,0.1868,-0.24739,0
0.0099931,-0.019945,0,0,0,0
0.0099443,-0.019993,0,0,0,0
0.009692,-0.016447,0,0.0034192,0.12707,5.8715e-13
0.0096659,-0.016252,0,0.0033,0.1332,3.8709e-13
0.0095278,-0.016381,0,0.0063154,0.1408,8.323e-13
0.0022365,-0.019848,0,0.51891,0.018966,0.059982
0.0022442,-0.019891,0,0.55878,0.037231,0.060773
0.002261,-0.019856,0,0.53055,0.022908,0.058283
0.0022648,-0.019878,0,0.55031,0.031796,0.058678
0.0022404,-0.019869,0,0.5384,0.028068,0.060377
0.0012476,-0.019743,0,0.19658,-0.858,0.18202
0.0012423,-0.01979,0,0.21495,-0.85106,0.18401
0.0011991,-0.019783,0,0.20042,-0.96616,0.19225
0.001245,-0.019767,0,0.2056,-0.85471,0.18302
0.0012207,-0.019787,0,0.20759,-0.90729,0.18813
0.0012233,-0.019763,0,0.19864,-0.91031,0.18713
0.0025502,-0.017572,0,0.037601,-0.30247,0.014739
0.0025108,-0.017605,0,0.037932,-0.30588,0.01616
0.0025803,-0.017617,0,0.040505,-0.29664,0.013789
0.0068669,-0.013391,0,0.01272,-0.22977,7.3643e-09
0.0067717,-0.013167,0,0.0098994,-0.24173,1.0744e-08
0.0068193,-0.013279,0,0.011292,-0.2358,9.054e-09
0.0068963,-0.013133,0,0.009931,-0.2288,7.1496e-09
0.0069438,-0.013245,0,0.011333,-0.22266,5.4599e-09
0.0089029,-0.019503,0,0.27804,-0.094613,3.8242e-08
0.0091588,-0.019759,0,0.37968,-0.097405,3.9781e-08
0.0088383,-0.019777,0,0.34258,-0.056928,5.6846e-08
0.0090309,-0.019631,0,0.32009,-0.094831,3.9012e-08
0.0089986,-0.019768,0,0.36148,-0.068016,4.8314e-08
0.0088706,-0.01964,0,0.31063,-0.078977,4.7544e-08
0.0050699,-0.0070259,0,-0.067344,-0.41098,1.8346e-06
0.0052643,-0.00705,0,-0.063951,-0.4113,8.6953e-07
0.0051373,-0.007237,0,-0.063376,-0.41001,1.5363e-06
0.0051671,-0.007038,0,-0.065688,-0.41147,1.3521e-06
0.0052008,-0.0071435,0,-0.063677,-0.41071,1.2029e-06
0.0051036,-0.0071315,0,-0.065345,-0.41058,1.6854e-06
0.0026753,-0.00038941,0,-0.034759,0.074534,0.0041838
0.0026378,-0.00026257,0,-0.019439,0.081409,0.0047989
0.0027574,-0.00028047,0,-0.025859,0.07442,0.0035033
0.0026565,-0.00032599,0,-0.02728,0.078065,0.0044913
0.0026976,-0.00027152,0,-0.022587,0.078108,0.0041511
0.0027163,-0.00033494,0,-0.030305,0.07444,0.0038435
0.0001078,-0.012707,0,0.010595,-7.714,0.53792
0.0002284,-0.012724,0,0.021194,-7.1878,0.52276
0.00017062,-0.012821,0,0.016374,-7.4625,0.5274
0.0001681,-0.012715,0,0.016327,-7.4931,0.53034
0.00019951,-0.012773,0,0.018874,-7.3348,0.52508
0.00013921,-0.012764,0,0.013587,-7.5993,0.53266
0.0030721,-0.0046057,0,-0.11093,-0.21653,0.0012498
0.003203,-0.0046918,0,-0.1114,-0.23509,0.00082263
0.0030533,-0.0047369,0,-0.1086,-0.22055,0.0013724
0.0031376,-0.0046488,0,-0.1112,-0.22583,0.0010362
0.0031282,-0.0047144,0,-0.11002,-0.22775,0.0010975
0.0030627,-0.0046713,0,-0.10976,-0.21855,0.0013111
0.0001079,-0.01979,0,0.0064651,-6.3655,0.38308
0.00014374,-0.019743,0,0.011464,-6.2878,0.38192
0.00015037,-0.019799,0,0.0086135,-6.2613,0.38082
0.00012582,-0.019766,0,0.0088553,-6.3293,0.3825
0.00014705,-0.019771,0,0.010068,-6.2745,0.38137
0.00012914,-0.019794,0,0.0075237,-6.3173,0.38195
0,-0.017308,0,-2.7457e-05,-6.9975,0.43485
0.00012071,-0.01737,0,0.010672,-6.8343,0.42684
0,-0.017422,0,0.00012061,-6.976,0.43318
6.0353e-05,-0.017339,0,0.0052272,-6.953,0.43085
6.0353e-05,-0.017396,0,0.0053839,-6.9425,0.43001
0,-0.017365,0,7.0251e-05,-6.9866,0.43402
0.00057049,-0.018446,0,0.03905,-4.2424,0.34602
0.00061265,-0.018355,0,0.038655,-3.967,0.33853
0.00066941,-0.018431,0,0.040003,-3.5875,0.32503
0.00059157,-0.018401,0,0.038907,-4.1047,0.34228
0.00064103,-0.018393,0,0.039348,-3.7756,0.33178
0.00061995,-0.018438,0,0.039723,-3.9118,0.33552
0.0060002,-0.011615,0,-0.01101,-0.32682,1.9102e-07
0.0062659,-0.011636,0,-0.0086421,-0.30502,6.8101e-08
0.0060777,-0.011823,0,-0.0083829,-0.31859,1.4851e-07
0.006133,-0.011625,0,-0.0097952,-0.3163,1.2956e-07
0.0061718,-0.01173,0,-0.00851,-0.31201,1.0831e-07
0.0060389,-0.011719,0,-0.0096989,-0.32273,1.6976e-07
0.002133,-0.011391,0,-0.040179,-0.36073,0.038115
0.0021,-0.011508,0,-0.039443,-0.36463,0.040935
0.002,-0.011429,0,-0.039189,-0.3696,0.051119
0.0021165,-0.011449,0,-0.039814,-0.36262,0.039525
0.00205,-0.011468,0,-0.039347,-0.36682,0.046027
0.0020665,-0.01141,0,-0.03973,-0.36454,0.044617
0.0025185,-0.019963,0,0.66083,0.038735,0.04183
0.002477,-0.019945,0,0.64037,0.039716,0.044384
0.0025075,-0.019918,0,0.61695,0.026571,0.041984
0.0024977,-0.019954,0,0.6507,0.039395,0.043107
0.0024922,-0.019932,0,0.62851,0.033083,0.043184
0.002513,-0.019941,0,0.6385,0.032703,0.041907
0.0071433,-0.0049171,0,-0.047708,-0.32098,8.5969e-11
0.0071644,-0.0047776,0,-0.049204,-0.32184,7.4969e-11
0.0070317,-0.0048658,0,-0.052047,-0.33843,1.5806e-10
0.001854,-0.019884,0,0.46302,-0.043037,0.098715
0.0018425,-0.019839,0,0.41986,-0.071787,0.09798
0.0018944,-0.019856,0,0.44862,-0.040775,0.09304
0.0018483,-0.019862,0,0.4408,-0.057517,0.098348
0.0018684,-0.019848,0,0.43417,-0.055749,0.09551
0.0018742,-0.01987,0,0.45563,-0.041703,0.095878
0.0071247,-0.013352,0,0.012936,-0.201,2.4366e-09
0.0069958,-0.013372,0,0.012876,-0.21579,4.9004e-09
0.0070727,-0.013226,0,0.011405,-0.20812,2.996e-09
0.0035426,-0.0054962,0,-0.10127,-0.3011,0.00030567
0.0035492,-0.0053435,0,-0.10391,-0.29701,0.00028431
0.0036977,-0.0054124,0,-0.10351,-0.31406,0.00017041
0.0035459,-0.0054199,0,-0.10258,-0.29907,0.00029499
0.0036234,-0.005378,0,-0.10376,-0.30562,0.00022736
0.0036202,-0.0054543,0,-0.10242,-0.30754,0.00023804
0.0089739,0.00021936,0,-0.023983,-0.1057,4.6284e-15
0.0087064,-3.3595e-05,0,-0.033271,-0.16988,2.6626e-14
0.0085997,0.00026232,0,-0.040349,-0.21315,4.0531e-14
0.0088402,9.2883e-05,0,-0.0286,-0.13762,1.5627e-14
0.0086531,0.00011436,0,-0.036853,-0.19148,3.3578e-14
0.0087868,0.00024084,0,-0.031942,-0.15914,2.2579e-14
0.0025546,-0.019426,0,0.31479,-0.10572,0.025025
0.0025535,-0.019454,0,0.32627,-0.099772,0.025765
0.002586,-0.019438,0,0.3224,-0.10292,0.023965
0.0033968,-0.0068976,0,-0.07907,-0.3253,0.00069337
0.0033147,-0.0067517,0,-0.080738,-0.31552,0.00087718
0.0034806,-0.0067767,0,-0.08099,-0.32902,0.00051722
0.0033557,-0.0068246,0,-0.079913,-0.32047,0.00078527
0.0033976,-0.0067642,0,-0.080901,-0.32231,0.0006972
0.0034387,-0.0068371,0,-0.080027,-0.32714,0.00060529
0.00012037,-0.010061,0,0.015198,-8.2623,0.61154
0.00020231,-0.0099631,0,0.024551,-7.877,0.60331
0.00024756,-0.010057,0,0.02793,-7.5555,0.59308
0.00016134,-0.010012,0,0.020095,-8.0936,0.60742
0.00022494,-0.01001,0,0.026315,-7.7218,0.59819
0.00018397,-0.010059,0,0.022132,-7.9629,0.60231
0.0043124,-0.017668,0,0.094659,-0.22922,0.00014401
0.0042694,-0.017726,0,0.096351,-0.22629,0.00016784
0.0042271,-0.017649,0,0.091403,-0.23069,0.00018822
0.0089289,-0.017559,0,0.06028,0.0066782,1.7045e-10
0.0091772,-0.017405,0,0.037631,0.058178,6.4318e-11
0.0091619,-0.017773,0,0.051284,0.031369,2.267e-10
0.0090531,-0.017482,0,0.048765,0.031818,1.1738e-10
0.0091695,-0.017589,0,0.043851,0.045672,1.4551e-10
0.0090454,-0.017666,0,0.05657,0.019432,1.9857e-10
0.0049598,-0.0034081,0,-0.14166,-0.40413,6.0505e-07
0.0047617,-0.0034361,0,-0.14324,-0.38348,1.4135e-06
0.0048433,-0.0032343,0,-0.14712,-0.38941,9.4622e-07
0.0048607,-0.0034221,0,-0.14257,-0.39411,1.0093e-06
0.0048025,-0.0033352,0,-0.1452,-0.3864,1.1799e-06
0.0049015,-0.0033212,0,-0.14445,-0.3971,7.7564e-07
9.0504e-05,-5.7098e-05,0,0.073411,-15.598,1.0068
0.00017987,-2.057e-05,0,0.14084,-14.419,1.0068
0.00017954,-0.00012843,0,0.16311,-14.239,1.0067
0.00013519,-3.8834e-05,0,0.10807,-15.11,1.0068
0.00017971,-7.4501e-05,0,0.15214,-14.331,1.0068
0.00013502,-9.2765e-05,0,0.11312,-15.021,1.0068
9.4644e-05,-0.019438,0,0.011497,-6.4646,0.38885
0.00016485,-0.01942,0,0.020015,-6.2995,0.38521
0.00014294,-0.019473,0,0.017212,-6.3486,0.38562
0.00012975,-0.019429,0,0.015763,-6.3928,0.38703
0.00015389,-0.019447,0,0.018614,-6.325,0.38542
0.00011879,-0.019456,0,0.014355,-6.4117,0.38723
0.00021551,-0.01332,0,0.01944,-7.1576,0.50871
9.8765e-05,-0.013374,0,0.0097,-7.6063,0.52082
9.8765e-05,-0.01326,0,0.0095005,-7.6289,0.52233
0.00015714,-0.013347,0,0.014905,-7.4214,0.51476
9.8765e-05,-0.013317,0,0.0096057,-7.6176,0.52158
0.00015714,-0.01329,0,0.014807,-7.4318,0.51552
0.00038191,-0.019561,0,0.043347,-5.274,0.36123
0.00039592,-0.019538,0,0.045033,-5.1971,0.35982
0.00036361,-0.019542,0,0.041545,-5.3828,0.364
0.0029534,-0.0061572,0,-0.086338,-0.26792,0.0024962
0.0030413,-0.0060383,0,-0.088825,-0.27152,0.0018465
0.0030994,-0.006154,0,-0.087699,-0.28052,0.0015721
0.0029974,-0.0060977,0,-0.087575,-0.26969,0.0021714
0.0030703,-0.0060961,0,-0.088269,-0.27605,0.0017093
0.0030264,-0.0061556,0,-0.08704,-0.2742,0.0020342
0.0001157,-0.019384,0,0.014196,-6.4361,0.38883
0.00014027,-0.019402,0,0.017029,-6.373,0.38702
0.00010517,-0.019411,0,0.01284,-6.4513,0.38884
0.0059929,-0.019159,0,0.23565,-0.13295,1.3517e-05
0.0061113,-0.019003,0,0.22434,-0.14549,6.5102e-06
0.0061628,-0.019197,0,0.24476,-0.1326,9.6017e-06
0.0060521,-0.019081,0,0.22995,-0.13942,1.0014e-05
0.0061371,-0.0191,0,0.23426,-0.13909,8.056e-06
0.0060779,-0.019178,0,0.24031,-0.13264,1.1559e-05
0.0085289,-0.016596,0,0.046874,-0.017813,2.9172e-11
