0.3996E-01	4465313000
0.1066	6046088000
0.1733	6190616000
0.2400	5906377600
0.3067	5540240000
0.3734	5192168400
0.4401	4883239800
0.5068	4614658600
0.5735	4379800600
0.6402	4173848200
0.7069	3991381600
0.7735	3828787600
0.8402	3681850800
0.9069	3548764600
0.9736	3427120200
1.040	3315713200
1.107	3212134800
1.174	3115782800
1.240	3026657200
1.307	2942349200
1.374	2863461000
1.440	2789390400
1.507	2718933000
1.574	2652691000
1.640	2589460000
1.707	2529240000
1.774	2472031000
1.841	2417230800
1.907	2364839400
1.974	2314856800
2.041	2266078600
2.107	2220311400
2.174	2175748600
2.241	2133594600
2.307	2092645000
2.374	2052899800
2.441	2014961200
2.507	1977624800
2.574	1942095000
2.641	1907769600
2.708	1874648600
2.774	1842732000
2.841	1811417600
2.908	1781307600
2.974	1751799800
3.041	1723496400
3.108	1695795200
3.174	1669298400
3.241	1643403800
3.308	1618111400
3.374	1593421200
3.441	1569333200
3.508	1546449600
3.574	1523566000
3.641	1501886800
3.708	1480207600
3.775	1459130600
3.841	1439258000
3.908	1419385400
3.975	1399512800
4.041	1380844600
4.108	1362176400
4.175	1344712600
4.241	1326646600
4.308	1309785000
4.375	1292923400
4.441	1276664000
4.508	1260404600
4.575	1244747400
4.642	1229692400
4.708	1214637400
4.775	1200184600
4.842	1185731800
4.908	1171279000
4.975	1158030600
5.042	1144180000
5.108	1130931600
5.175	1118285400
5.242	1105639200
5.308	1092993000
5.375	1080949000
5.442	1069507200
5.508	1057463200
5.575	1046021400
5.642	1035181800
5.709	1023740000
5.775	1012900400
5.842	1002663000
5.909	991823400
5.975	982188200
6.042	971950800
6.109	962315600
6.175	952680400
6.242	943045200
6.309	933410000
6.375	924377000
6.442	915344000
6.509	906913200
6.575	897880200
6.642	889449400
6.709	881018600
6.776	872587800
6.842	864759200
6.909	856930600
6.976	849102000
7.042	841273400
7.109	833444800
7.176	826218400
7.242	818992000
7.309	811163400
7.376	804539200
7.442	797312800
7.509	790688600
7.576	783462200
7.643	776838000
7.709	770213800
7.776	763589600
7.843	757567600
7.909	750943400
7.976	744921400
8.043	738899400
8.109	732877400
8.176	726855400
8.243	720833400
8.309	715413600
8.376	709391600
8.443	703971800
8.509	698552000
8.576	693132200
8.643	687712400
8.710	682292600
8.776	677475000
8.843	672055200
8.910	667237600
8.976	661817800
9.043	657000200
9.110	652182600
9.176	647365000
9.243	642547400
9.310	637729800
9.376	633514400
9.443	628696800
9.510	624481400
9.576	619663800
9.643	615448400
9.710	611233000
9.777	607017600
9.843	602802200
9.910	598345920
9.977	594250960
10.04	590156000
10.11	586121260
10.18	582146740
10.24	578232440
10.31	574378360
10.38	570524280
10.44	566730420
10.51	562996780
10.58	559323360
10.64	555649940
10.71	552036740
10.78	548483760
10.84	544930780
10.91	541438020
10.98	538005480
11.04	534633160
11.11	531260840
11.18	527888520
11.24	524636640
11.31	521384760
11.38	518132880
11.44	514941220
11.51	511809780
11.58	508678340
11.64	505607120
11.71	502596120
11.78	499585120
11.84	496574120
11.91	493623340
11.98	490732780
12.04	487842220
12.11	484951660
12.18	482121320
12.24	479351200
12.31	476581080
12.38	473810960
12.44	471101060
12.51	468451380
12.58	465801700
12.64	463152020
12.71	460562560
12.78	457973100
12.84	455443860
12.91	452914620
12.98	450385380
13.04	447916360
13.11	445447340
13.18	443038540
13.24	440629740
13.31	438281160
13.38	435932580
13.44	433584000
13.51	431235420
13.58	428947060
13.64	426718920
13.71	424430560
13.78	422202420
13.84	420034500
13.91	417866580
13.98	415698660
14.04	413530740
14.11	411423040
14.18	409315340
14.24	407207640
14.31	405160160
14.38	403112680
14.44	401065200
14.51	399077940
14.58	397090680
14.64	395103420
14.71	393116160
14.78	391189120
14.84	389262080
14.91	387395260
14.98	385468220
15.04	383601400
15.11	381734580
15.18	379927980
15.25	378121380
15.31	376254560
15.38	374508180
15.45	372701580
15.51	370955200
15.58	369208820
15.65	367462440
15.71	365776280
15.78	364029900
15.85	362343740
15.91	360657580
15.98	359031640
16.05	357345480
16.11	355719540
16.18	354093600
16.25	352527880
16.31	350901940
16.38	349336220
16.45	347770500
16.51	346204780
16.58	344639060
16.65	343133560
16.71	341628060
16.78	340062340
16.85	338617060
16.91	337111560
16.98	335666280
17.05	334160780
17.11	332715500
17.18	331270220
17.25	329885160
17.31	328439880
17.38	327054820
17.45	325669760
17.51	324284700
17.58	322899640
17.65	321514580
17.71	320189740
17.78	318804680
17.85	317479840
17.91	316155000
17.98	314830160
18.05	313565540
18.11	312240700
18.18	310976080
18.25	309711460
18.31	308446840
18.38	307182220
18.45	305917600
18.51	304713200
18.58	303448580
18.65	302244180
18.71	301039780
18.78	299835380
18.85	298630980
18.91	297426580
18.98	296282400
19.05	295078000
19.11	293933820
19.18	292789640
19.25	291645460
19.31	290501280
19.38	289357100
19.45	288212920
19.51	287128960
19.58	286045000
19.65	284900820
19.71	283816860
19.78	282732900
19.85	281648940
19.91	280625200
19.98	279541240
