0.3996E-01	6046088
0.1066	398234860
0.1733	1144782200
0.2400	1874046400
0.3067	2485279400
0.3734	2968243800
0.4401	3337994600
0.5068	3615006600
0.5735	3818550200
0.6402	3965487000
0.7069	4068463200
0.7735	4138318400
0.8402	4182279000
0.9069	4206969200
0.9736	4216604400
1.040	4214195600
1.107	4203356000
1.174	4186494400
1.240	4163610800
1.307	4137716200
1.374	4108810600
1.440	4078098400
1.507	4045579600
1.574	4012458600
1.640	3978735400
1.707	3944410000
1.774	3910686800
1.841	3876963600
1.907	3843240400
1.974	3810119400
2.041	3776998400
2.107	3745081800
2.174	3713767400
2.241	3683657400
2.307	3653547400
2.374	3624641800
2.441	3595736200
2.507	3568035000
2.574	3540936000
2.641	3514439200
2.708	3489146800
2.774	3463854400
2.841	3439766400
2.908	3416280600
2.974	3393397000
3.041	3371115600
3.108	3349436400
3.174	3328359400
3.241	3307884600
3.308	3288012000
3.374	3268741600
3.441	3250073400
3.508	3232007400
3.574	3213941400
3.641	3197079800
3.708	3180218200
3.775	3163958800
3.841	3148301600
3.908	3133246600
3.975	3118191600
4.041	3103738800
4.108	3089888200
4.175	3076639800
4.241	3063391400
4.308	3050745200
4.375	3038099000
4.441	3026055000
4.508	3014613200
4.575	3003171400
4.642	2992331800
4.708	2982094400
4.775	2971254800
4.842	2961619600
4.908	2951984400
4.975	2942349200
5.042	2933316200
5.108	2924885400
5.175	2915852400
5.242	2908023800
5.308	2899593000
5.375	2891764400
5.442	2884538000
5.508	2877311600
5.575	2870085200
5.642	2863461000
5.709	2856836800
5.775	2850212600
5.842	2844190600
5.909	2838168600
5.975	2832748800
6.042	2827329000
6.109	2821909200
6.175	2816489400
6.242	2811671800
6.309	2806854200
6.375	2802638800
6.442	2797821200
6.509	2793605800
6.575	2789390400
6.642	2785777200
6.709	2782164000
6.776	2778550800
6.842	2774937600
6.909	2771324400
6.976	2768313400
7.042	2765302400
7.109	2762291400
7.176	2759882600
7.242	2756871600
7.309	2754462800
7.376	2752054000
7.442	2750247400
7.509	2747838600
7.576	2746032000
7.643	2744225400
7.709	2742418800
7.776	2740612200
7.843	2738805600
7.909	2737601200
7.976	2736396800
8.043	2735192400
8.109	2733988000
8.176	2732783600
8.243	2732181400
8.309	2730977000
8.376	2730374800
8.443	2729772600
8.509	2729170400
8.576	2729170400
8.643	2728568200
8.710	2728568200
8.776	2727966000
8.843	2727966000
8.910	2727966000
8.976	2727966000
9.043	2727966000
9.110	2728568200
9.176	2728568200
9.243	2729170400
9.310	2729772600
9.376	2730374800
9.443	2730977000
9.510	2731579200
9.576	2732181400
9.643	2732783600
9.710	2733988000
9.777	2734590200
9.843	2735794600
9.910	2736999000
9.977	2738203400
10.04	2739407800
10.11	2740612200
10.18	2741816600
10.24	2743021000
10.31	2744827600
10.38	2746032000
10.44	2747838600
10.51	2749043000
10.58	2750849600
10.64	2752656200
10.71	2754462800
10.78	2756269400
10.84	2758076000
10.91	2759882600
10.98	2761689200
11.04	2764098000
11.11	2765904600
11.18	2768313400
11.24	2770120000
11.31	2772528800
11.38	2774937600
11.44	2777346400
11.51	2779153000
11.58	2781561800
11.64	2783970600
11.71	2786981600
11.78	2789390400
11.84	2791799200
11.91	2794208000
11.98	2797219000
12.04	2799627800
12.11	2802638800
12.18	2805047600
12.24	2808058600
12.31	2811069600
12.38	2813478400
12.44	2816489400
12.51	2819500400
12.58	2822511400
12.64	2825522400
12.71	2828533400
12.78	2831544400
12.84	2834555400
12.91	2838168600
12.98	2841179600
13.04	2844190600
13.11	2847803800
13.18	2850814800
13.24	2854428000
13.31	2857439000
13.38	2861052200
13.44	2864665400
13.51	2867676400
13.58	2871289600
13.64	2874902800
13.71	2878516000
13.78	2881527000
13.84	2885140200
13.91	2888753400
13.98	2892366600
14.04	2896582000
14.11	2900195200
14.18	2903808400
14.24	2907421600
14.31	2911034800
14.38	2915250200
14.44	2918863400
14.51	2922476600
14.58	2926692000
14.64	2930305200
14.71	2934520600
14.78	2938133800
14.84	2942349200
14.91	2945962400
14.98	2950177800
15.04	2954393200
15.11	2958006400
15.18	2962221800
15.25	2966437200
15.31	2970652600
15.38	2974868000
15.45	2979083400
15.51	2982696600
15.58	2986912000
15.65	2991127400
15.71	2995342800
15.78	2999558200
15.85	3004375800
15.91	3008591200
15.98	3012806600
16.05	3017022000
16.11	3021237400
16.18	3025452800
16.25	3030270400
16.31	3034485800
16.38	3038701200
16.45	3043518800
16.51	3047734200
16.58	3051949600
16.65	3056767200
16.71	3060982600
16.78	3065800200
16.85	3070015600
16.91	3074833200
16.98	3079650800
17.05	3083866200
17.11	3088683800
17.18	3092899200
17.25	3097716800
17.31	3102534400
17.38	3106749800
17.45	3111567400
17.51	3116385000
17.58	3121202600
17.65	3126020200
17.71	3130235600
17.78	3135053200
17.85	3139870800
17.91	3144688400
17.98	3149506000
18.05	3154323600
18.11	3159141200
18.18	3163958800
18.25	3168776400
18.31	3173594000
18.38	3178411600
18.45	3183229200
18.51	3188046800
18.58	3192864400
18.65	3197682000
18.71	3202499600
18.78	3207317200
18.85	3212737000
18.91	3217554600
18.98	3222372200
19.05	3227189800
19.11	3232007400
19.18	3237427200
19.25	3242244800
19.31	3247062400
19.38	3252482200
19.45	3257299800
19.51	3262117400
19.58	3267537200
19.65	3272354800
19.71	3277172400
19.78	3282592200
19.85	3287409800
19.91	3292829600
19.98	3297647200
