"Points:0","Points:1","Points:2","velocity_:0","velocity_:1","w_he"
0.0066786,0.023412,0,0.00033827,-0.00068918,0.00054547
0.006469,0.02332,0,0.00030409,-0.00061311,0.00055535
0.0020658,8.335e-05,0,-0.035422,-0.0090826,0.068092
0.0018768,0.00013919,0,-0.033018,-0.014407,0.074393
0.0020479,0.00025985,0,-0.02209,-0.0089992,0.065838
0.0019713,0.00011127,0,-0.034965,-0.011999,0.071242
0.0019623,0.00019952,0,-0.026953,-0.011517,0.070115
0.0020568,0.0001716,0,-0.028736,-0.0094754,0.066965
0.019797,0.029006,0,-5.2589e-05,-7.5582e-05,5.427e-06
0.019628,0.028844,0,-9.322e-05,-0.00013083,1.0006e-05
0.019572,0.029027,0,-0.00010471,-0.00013624,1.1476e-05
0.019712,0.028925,0,-7.3318e-05,-0.00010365,7.7164e-06
0.0196,0.028935,0,-9.9221e-05,-0.00013429,1.0741e-05
0.019684,0.029017,0,-7.9711e-05,-0.00010873,8.4516e-06
0.0062183,0.02947,0,0.00014832,-0.00012651,0.00033081
0.0064114,0.029415,0,0.00016528,-0.00014042,0.00032971
0.0062119,0.029271,0,0.00017967,-0.00016425,0.000332
0.0063148,0.029443,0,0.00015689,-0.00013348,0.00033026
0.0063117,0.029343,0,0.00017426,-0.00015335,0.00033086
0.0062151,0.029371,0,0.00016533,-0.00014614,0.00033141
0.02,0.0065311,0,0,0,0
0.01965,0.0064659,0,-6.0201e-05,-0.0025498,0.00012965
0.02,0.0062119,0,0,0,0
0.0062877,0.020182,0,0.00030441,-0.00058962,0.00089364
0.0059023,0.019738,0,0.00021666,-0.00039898,0.0009681
0.0058397,0.020203,0,0.00019754,-0.00037804,0.0008994
0.006095,0.01996,0,0.00026189,-0.00049464,0.00093087
0.005871,0.019971,0,0.00020696,-0.0003891,0.00093375
0.0060637,0.020192,0,0.00025169,-0.00048404,0.00089652
0.015128,-0.00032028,0,-0.0026024,-0.018139,0.0027202
0.014846,-0.00058507,0,-0.0030191,-0.017971,0.0029182
0.014641,-0.00019086,0,-0.002686,-0.01781,0.0030908
0.014987,-0.00045267,0,-0.0028067,-0.018067,0.0028192
0.014744,-0.00038796,0,-0.0028617,-0.017905,0.0030045
0.014885,-0.00025557,0,-0.0026522,-0.018015,0.0029055
0.013817,0.023788,0,0.00012949,-0.0023599,0.00026985
0.013765,0.023442,0,0.0001604,-0.0024967,0.0002841
0.013456,0.023742,0,0.00018652,-0.0023498,0.00028763
0.013791,0.023615,0,0.00014465,-0.0024284,0.00027697
0.01361,0.023592,0,0.00017342,-0.0024238,0.00028587
0.013636,0.023765,0,0.0001581,-0.0023563,0.00027874
0.0054347,0.028896,0,9.1934e-05,-0.00011726,0.00033873
0.0056742,0.028988,0,0.00013882,-0.00015845,0.0003371
0.0056578,0.028784,0,0.00013969,-0.0001668,0.00033928
0.0055545,0.028942,0,0.00011705,-0.00014107,0.00033792
0.005666,0.028886,0,0.00013955,-0.00016315,0.00033819
0.0055462,0.02884,0,0.00011654,-0.0001433,0.00033901
0.011573,0.022957,0,0.00048423,-0.0023107,0.00040895
0.011154,0.022755,0,0.00053643,-0.0022627,0.00044003
0.011282,0.023127,0,0.00049799,-0.002185,0.0004129
0.011364,0.022856,0,0.00051135,-0.002289,0.00042449
0.011218,0.022941,0,0.00051703,-0.0022249,0.00042647
0.011427,0.023042,0,0.00049139,-0.0022478,0.00041092
0.0050642,0.0042064,0,0,0,0.014704
0.0051781,0.0041203,0,0.00011747,0.0017534,0.014973
0.0051857,0.0042785,0,0.00010297,0.0016646,0.014454
0.0052522,0.028604,0,4.8686e-05,-6.8558e-05,0.00034248
0.0052439,0.028815,0,4.6522e-05,-6.5156e-05,0.00033994
0.0054573,0.028693,0,9.7982e-05,-0.00012696,0.00034097
0.005248,0.028709,0,4.7609e-05,-6.6883e-05,0.00034121
0.0053506,0.028754,0,7.2833e-05,-9.7769e-05,0.00034046
0.0053547,0.028648,0,7.3997e-05,-9.997e-05,0.00034173
0.0056337,0.028351,0,0.00013845,-0.00017653,0.00034516
0.0058102,0.028219,0,0.00017552,-0.00021865,0.00034657
0.0055893,0.028084,0,0.00012946,-0.0001712,0.00034979
0.005722,0.028285,0,0.00015733,-0.000198,0.00034587
0.0056997,0.028151,0,0.00015333,-0.00019686,0.00034818
0.0056115,0.028218,0,0.00013411,-0.0001743,0.00034748
0.0053709,-0.0036891,0,-0.019984,0.020812,0.025112
0.0053018,-0.003613,0,-0.020152,0.021314,0.025657
0.0052743,-0.0037373,0,-0.020482,0.021567,0.025945
0.0055,0.0031153,0,0.0083228,0.012581,0.018369
0.0054296,0.0028732,0,0.009869,0.013007,0.019369
0.0052689,0.0031446,0,0.0070305,0.0096072,0.018926
0.0054648,0.0029943,0,0.0091555,0.012788,0.018869
0.0053492,0.0030089,0,0.0086224,0.011505,0.019147
0.0053844,0.00313,0,0.0077547,0.01125,0.018648
0.0049534,-0.0070835,0,-0.023774,0.022602,0.031089
0.0048543,-0.0070979,0,-0.024162,0.023537,0.032374
0.0049503,-0.0071889,0,-0.023795,0.022498,0.031197
0.018035,0.0293,0,-0.00019415,-0.00019612,5.4062e-05
0.017955,0.029318,0,-0.00018991,-0.00019213,5.6304e-05
0.018002,0.029214,0,-0.00020925,-0.000221,5.5072e-05
0.014749,0.025888,0,-9.8081e-05,-0.001522,0.0001819
0.01474,0.026214,0,-0.00010383,-0.0013897,0.00017705
0.015005,0.026038,0,-0.00013545,-0.0014572,0.00017042
0.014744,0.026051,0,-0.0001012,-0.0014558,0.00017948
0.014872,0.026126,0,-0.00011985,-0.0014241,0.00017374
0.014877,0.025963,0,-0.00011702,-0.00149,0.00017616
0.0078406,0.011197,0,0.0018245,0.0012594,0.0038206
0.0073276,0.011252,0,0.0013974,0.0014372,0.0039035
0.0078011,0.011742,0,0.0016634,0.00088397,0.0034909
0.0075841,0.011224,0,0.0016104,0.0013713,0.0038621
0.0075644,0.011497,0,0.0015368,0.001179,0.0036972
0.0078209,0.01147,0,0.0017415,0.001066,0.0036558
0.015017,0.018335,0,0.00050761,-0.0047507,0.00046229
0.015047,0.018574,0,0.0004635,-0.0046352,0.00044351
0.015264,0.018359,0,0.00044162,-0.0047252,0.00043607
0.00091932,-0.00022138,0,-0.29413,0.052337,0.28682
0.0010445,-0.00018924,0,-0.22783,0.026244,0.22138
0.0010292,-0.00029818,0,-0.26168,0.043596,0.22565
0.00098192,-0.00020531,0,-0.26145,0.039919,0.2541
0.0010368,-0.00024371,0,-0.25067,0.036134,0.22352
0.00097425,-0.00025978,0,-0.27913,0.049808,0.25624
0.0074022,-0.010038,0,-0.019311,0.0015592,0.013576
0.0071895,-0.0099247,0,-0.019555,0.0026984,0.014514
0.007407,-0.0098079,0,-0.019162,0.0018601,0.013559
0.0072958,-0.0099813,0,-0.019432,0.0021195,0.014045
0.0072982,-0.0098663,0,-0.019358,0.0022742,0.014037
0.0074046,-0.0099228,0,-0.019236,0.0017107,0.013568
0.017239,0.029821,0,-5.3601e-05,-4.9006e-05,7.6523e-05
0.01743,0.029826,0,-5.4713e-05,-4.7556e-05,7.1004e-05
0.017358,0.029629,0,-0.00010701,-0.00010421,7.3168e-05
0.017335,0.029823,0,-5.4197e-05,-4.8282e-05,7.3764e-05
0.017394,0.029727,0,-8.2042e-05,-7.5526e-05,7.2086e-05
0.017298,0.029725,0,-8.0897e-05,-7.6323e-05,7.4845e-05
0.00051962,-0.0121,0,0.03886,-5.0691,0.57412
0.00071469,-0.012151,0,0.029211,-3.5172,0.50276
0.00051962,-0.0123,0,0.038127,-5.0577,0.57171
0.00061715,-0.012126,0,0.035502,-4.2794,0.53844
0.00061715,-0.012226,0,0.035156,-4.2784,0.53723
0.00051962,-0.0122,0,0.038483,-5.0634,0.57291
0.010529,-0.011294,0,-0.015831,-0.0079152,0.0057943
0.0108,-0.011142,0,-0.015279,-0.0082265,0.0054427
0.010753,-0.011534,0,-0.015692,-0.0082213,0.005489
0.010665,-0.011218,0,-0.015555,-0.0080717,0.0056185
0.010777,-0.011338,0,-0.015482,-0.0082209,0.0054659
0.010641,-0.011414,0,-0.015761,-0.008077,0.0056416
0.0054265,0.0033608,0,0.0056063,0.010445,0.017677
0.0051606,0.0033669,0,0.0037118,0.0057628,0.018325
0.0053477,0.0032527,0,0.0063635,0.010052,0.018301
0.0052147,0.0032558,0,0.0055016,0.0078869,0.018626
0.0052935,0.0033638,0,0.0047616,0.0084663,0.018001
0.0098087,0.011632,0,0.0029584,-0.0013123,0.0029822
0.0095374,0.011568,0,0.0028552,-0.00086667,0.0031024
