"velocity:0","velocity:1","w_he"
-0.00092928,-0.018275,0.0028706
-0.00066666,-0.018174,0.0028686
-0.017752,0.013855,0.018628
-0.018043,0.014431,0.019139
-1.0215e-05,-11.994,0.95528
0.045341,-11.686,0.93287
-0.00083663,-11.896,0.95208
-0.00082575,-0.015634,0.0042597
-0.0012244,-0.01655,0.0039363
-0.0015467,-0.015831,0.00426
-0.0010335,-0.016111,0.004098
-0.0013805,-0.016205,0.0040982
-0.0011856,-0.015738,0.0042599
-0.0068944,-0.013932,0.0025769
-0.0065669,-0.013802,0.0024489
-0.006526,-0.014042,0.0024649
-0.0061987,-0.013877,0.0023369
0.0061518,0.013798,0.016301
0.006558,0.014343,0.016712
0.0031817,-0.012096,0.0045837
0.0028469,-0.013284,0.0041947
0.0028803,-0.012816,0.004409
0.00314,-0.012602,0.0043694
-0.0015479,0.0053876,0.00042949
-0.00093719,0.0044489,0.00031256
-0.00157,0.0060085,0.00044609
-0.0020977,-0.01034,0.0010399
-0.002059,-0.01079,0.0010484
-0.0014953,-0.0090716,0.00083138
-0.0020787,-0.010567,0.0010441
-0.0017699,-0.0099524,0.00093988
-0.0017869,-0.0097451,0.00093564
0.00056543,-0.0012915,0.00046925
0.00056179,-0.0012504,0.00047171
0.00056911,-0.0013005,0.00047967
-0.0040305,-0.016867,0.0020941
-0.0042596,-0.017153,0.0022394
-0.0043658,-0.016968,0.0022254
-0.018349,0.015036,0.019672
0.00025753,-0.00044352,0.00058567
0.00024966,-0.00042663,0.00057652
0.00023436,-0.00040173,0.00059047
-0.015352,-0.0080632,0.0037739
-7.5651e-05,-0.00017962,0.00013614
-8.5804e-05,-0.0001951,0.00013335
-7.3785e-05,-0.00016123,0.00013314
-0.017602,0.012615,0.017713
-0.017738,0.013206,0.018171
-0.017866,0.013169,0.018193
0.00035828,0.0004617,0.0028993
0.00059901,0.00040084,0.0026907
0.00067763,0.00058391,0.002924
0.00047747,0.00045408,0.002795
0.00063714,0.00048861,0.0028074
0.00051095,0.00054085,0.0029116
-0.010229,-0.0027242,0.0086568
-0.010487,-0.0021878,0.0088684
-0.010199,-0.0021008,0.0089235
-0.018737,-0.0051563,0.0089923
-0.018623,-0.0054373,0.0087334
-0.018873,-0.0052575,0.0090222
-0.0237,-0.00010675,0.019814
-0.02373,0.00042637,0.020379
-0.010505,-0.0075357,0.0067034
-0.01076,-0.0070321,0.0068719
-0.01056,-0.0069761,0.0069226
-0.00029795,-0.0012934,0.00010321
-0.00029867,-0.0012394,0.00010588
-0.0003058,-0.0011792,9.5561e-05
-0.00029853,-0.0012674,0.00010454
-0.00030296,-0.0012104,0.00010072
-0.00030219,-0.0012358,9.9385e-05
-0.0040336,0.00058404,0.00088674
-0.004789,0.00069773,0.00099169
-0.0045159,0.00012294,0.00097359
-0.015939,-0.0067592,0.006669
-0.015426,-0.0072244,0.0062697
-0.015655,-0.007303,0.0062535
-0.015682,-0.0069923,0.0064693
-0.015538,-0.007263,0.0062616
-0.015798,-0.0070402,0.0064613
0.0051523,0.0032729,0.006085
0.0049662,0.0033032,0.0060102
0.0051321,0.0026905,0.0058326
-0.012391,0.0090268,0.014748
-0.011929,0.0079732,0.014063
-0.012156,0.0084974,0.014406
-0.012263,0.0079683,0.014059
-0.012492,0.0084953,0.014402
0.012091,0.015462,0.02095
0.012296,0.015351,0.021488
0.012506,0.016348,0.020848
-0.00030821,-0.0006617,6.4958e-05
-0.00030637,-0.00060533,6.4595e-05
-0.00030756,-0.00063372,6.4776e-05
-0.00030216,-0.00059952,6.066e-05
-0.00030275,-0.00062602,6.0842e-05
0.0038647,0.0026755,0.010046
-0.004458,-0.015572,0.0020044
-0.0051129,-0.015921,0.0022594
-0.0047646,-0.015899,0.0021453
-0.004803,-0.015647,0.0021185
-0.021129,0.0058635,0.0189
-0.021192,0.0052701,0.018675
-0.021459,0.006182,0.01977
-0.021159,0.0055669,0.018788
-0.021324,0.0057203,0.019222
-0.021294,0.0060231,0.019335
0.0036391,-0.0054051,0.0023817
0.0035585,-0.0043876,0.002479
0.0033592,-0.00531,0.0021845
0.0036092,-0.00489,0.0024303
0.0034665,-0.0048651,0.0023318
0.0034979,-0.0053577,0.0022831
-0.0099372,-0.011482,0.0051357
-0.01009,-0.011024,0.0053142
0.055568,-16.003,0.9991
0.0036265,-16.485,0.99912
0.050891,-15.953,0.9991
0.025607,-16.348,0.99911
0.026735,-16.349,0.99911
0.0014254,-0.015884,0.0035585
0.0019896,-0.014775,0.0038916
0.0014241,-0.015561,0.0037459
0.0017081,-0.014989,0.0039125
0.001701,-0.015355,0.0037251
-0.013942,-0.0073615,0.006151
-0.014393,-0.0066921,0.0065099
-0.014259,-0.0066045,0.0065599
-0.014168,-0.0070282,0.0063304
-0.014326,-0.0066484,0.0065349
-0.014102,-0.0069921,0.0063555
0.16116,-6.6668,0.99763
0.19139,-5.1748,0.99532
-5.1551e-05,-0.0029091,0.00022678
-1.9151e-05,-0.0029986,0.00024072
-2.2279e-05,-0.0029425,0.00023864
4.052e-05,-8.751e-05,0.00022408
-0.00291,-0.01552,0.0015928
-0.002292,-0.014598,0.0013551
-0.0024113,-0.01423,0.0013464
-0.0025943,-0.015101,0.001474
-0.0023538,-0.014418,0.0013507
-0.0026619,-0.01491,0.0014696
8.6567e-05,-0.0046377,0.00030272
0.00014816,-0.0048835,0.00033377
6.7973e-05,-0.004504,0.00029181
-0.0099967,-0.012342,0.003796
-0.0097211,-0.012533,0.0036485
-0.010039,-0.012232,0.0037666
-0.00182,-0.0093657,0.018871
0.00016329,0.00087484,0.0050305
0.00028798,0.0012993,0.0051041
0.00016771,0.00094786,0.005256
0.00081336,-0.0046733,0.00059977
0.00071871,-0.0044655,0.00055574
0.00083722,-0.0045556,0.00061064
0.00078887,-0.0044557,0.00058863
0.00076515,-0.0045692,0.00057776
-0.013524,-0.0051054,0.0073497
-0.013409,-0.0056031,0.0071294
-0.013314,-0.0055455,0.007166
0.042813,-3.2893,0.65954
-0.0079476,-1.9448,0.56455
0.038023,-3.1767,0.65744
-0.01774,0.0061963,0.014081
-0.017885,0.0060077,0.014109
-0.018082,0.0070786,0.014809
-0.017813,0.006103,0.014095
-0.017982,0.0065387,0.014459
-0.01791,0.0066339,0.014445
-0.025565,0.0042504,0.029915
-0.025572,0.0061189,0.031951
-0.025766,0.0065582,0.033207
0.00018402,-0.00029366,0.00051449
0.00016554,-0.00025883,0.00049879
0.00017482,-0.00027614,0.00050664
0.00020267,-0.00031927,0.00049983
0.00021152,-0.00033688,0.00050768
0,0,0.086184
5.5997e-05,-4.2718e-05,0.00032622
5.8132e-05,-4.5101e-05,0.00032229
0.00011504,-9.2477e-05,0.00032492
5.7089e-05,-4.3909e-05,0.00032425
8.7216e-05,-6.8877e-05,0.0003236
8.6407e-05,-6.7649e-05,0.00032557
1.5543e-05,-8.7715e-05,0.00019592
1.3677e-05,-9.4208e-05,0.00019312
1.1573e-05,-6.704e-05,0.00019457
0.034448,-4.4334,0.5485
0.035997,-5.0643,0.57571
0.035501,-4.7123,0.55939
0.0043901,0.0025595,0.0054158
0.0075511,0.0050293,0.0086872
0.007483,0.0046068,0.0084633
0.0075838,0.0056216,0.0087766
-0.016311,-0.003023,0.0087776
-0.016185,-0.0035117,0.0084949
-0.016115,-0.0034119,0.0085146
-0.015989,-0.0038869,0.0082318
-0.021417,0.0068724,0.020084
-0.021437,0.006527,0.019927
-0.021272,0.0063612,0.019492
0.0098098,0.016658,0.026981
0.0097939,0.016328,0.027534
0.0090974,0.016798,0.027361
0.00027826,-0.00043154,0.00047725
-0.00030633,-0.00098429,7.5515e-05
-0.00030196,-0.00097551,7.2385e-05
-0.00030362,-0.00093584,7.1247e-05
2.0339e-05,3.0448e-05,0
0.00010945,-0.00018786,0.00024671
9.4213e-05,-0.00015578,0.00024597
0.004631,0.012846,0.013239
0.0051429,0.013513,0.01359
0.0053589,0.01352,0.013184
-0.0093099,-0.0040624,0.0019019
0.00034683,-0.00039701,0.00038178
0.00033316,-0.00038576,0.00038395
0.0003349,-0.00038117,0.00038146
0.0001742,0.001894,0.0093343
6.7374e-05,0.001002,0.0095124
0.00019303,0.0020853,0.0096612
-0.025381,0.0015243,0.026192
-0.0075035,-0.011673,0.0055482
-0.0074916,-0.010527,0.005961
-0.0075038,-0.011112,0.0057546
-0.0072103,-0.011087,0.0057929
-0.0072237,-0.011656,0.0055865
-0.074931,-0.5196,0.3652
-0.078229,-0.47742,0.36024
-0.058213,-0.86101,0.42845
-0.0093235,0.011505,0.016567
-0.0092909,0.011054,0.01622
-0.0089472,0.011409,0.016492
-7.8828e-05,-0.00054725,0.00016532
-8.8041e-05,-0.00052768,0.00016161
-7.6399e-05,-0.00050626,0.00016435
0.00088358,0.005719,0.011879
0.00056036,0.0044871,0.011821
0.0013435,-0.01674,0.0028682
0.0010762,-0.017082,0.0025912
0.0012069,-0.016934,0.0027297
0.00090786,-0.017245,0.0026608
0.0010294,-0.017086,0.0027994
0.015422,-0.0046771,0.0049405
0.0076597,-0.0048695,0.004718
0.013982,-0.0044878,0.0046997
0.011328,-0.0047764,0.0048292
0.010088,-0.0045579,0.0045885
-0.00026376,-0.0017183,0.00012095
-0.00026884,-0.001662,0.00011843
-0.00025922,-0.0017335,0.0001261
0.0011823,-0.0024222,0.0010537
0.0011895,-0.0023184,0.0010938
0.0011424,-0.0022898,0.0010527
-0.025281,-0.003644,0.019923
0.0023835,-0.0011112,0.0088371
0.002039,-0.0018853,0.0086108
0.0025952,-0.0015726,0.0086247
-0.0033137,-0.014457,0.0048305
-0.0033604,-0.014972,0.004651
-0.0036529,-0.014541,0.0047991
-0.00060153,-0.0061202,0.0074485
-0.00094233,-0.0049798,0.0078654
3.4415e-05,-0.0045626,0.0079215
-0.00076844,-0.0055532,0.0076569
-0.00045344,-0.0047747,0.0078934
-0.0002916,-0.0053505,0.007685
-0.00017864,-0.00046092,0.00012665
-0.00019701,-0.00054192,0.00012641
-0.00017534,-0.00048254,0.00012968
-0.00018817,-0.00050131,0.00012653
-0.00018432,-0.00052327,0.00012956
-0.0067917,-0.014576,0.00264
-5.2225e-05,-0.0019185,9.9021e-05
-0.00010821,-8.6288e-05,3.9166e-05
-8.9383e-05,-6.8248e-05,3.6788e-05
-8.4942e-05,-6.4497e-05,4.0209e-05
-0.00030521,-0.001186,9.3066e-05
-0.00030199,-0.001243,9.689e-05
-0.0098595,-0.011011,0.0053869
-0.0096395,-0.011096,0.0054049
-0.018638,0.012078,0.017916
-0.018795,0.011928,0.01796
-0.019085,0.013131,0.018881
-0.018718,0.012004,0.017938
-0.018937,0.012525,0.018421
-0.018859,0.0126,0.018399
0.0076485,0.0028375,0.0020454
0.0068744,0.0023141,0.0021737
0.010646,0.0019275,0.0021788
0.00013278,-0.00023102,0.00025025
0.00012963,-0.00021377,0.00025238
0.00011934,-0.00020063,0.00024956
-0.0024123,-0.011108,0.0011542
-0.0023904,-0.011348,0.0011585
0.0042857,-0.0033321,0.0032578
0.0043722,-0.0039201,0.0031994
0.0044384,-0.0033239,0.003381
0.027146,-4.7048,0.51402
0.025652,-5.1749,0.53183
0.027158,-4.7247,0.51375
0.016238,-0.62316,0.25896
0.026581,-0.62396,0.26061
-0.010466,-0.00026405,0.0097025
0.0021205,-0.010132,0.0013398
0.0024922,-0.0096515,0.0015008
0.0020486,-0.0098405,0.0012876
0.0023115,-0.0099194,0.0014203
0.0022306,-0.0096392,0.0013682
-0.017977,0.017697,0.021762
-0.017746,0.017645,0.021705
-0.017564,0.017043,0.021163
0.26437,-9.9844,0.99793
0.21471,-9.9898,0.99862
0.002246,-0.010708,0.0014435
0.0026166,-0.010168,0.0015999
0.0024364,-0.010464,0.0015217
0.0023669,-0.010183,0.0014698
0.0021854,-0.010417,0.0013916
-0.017789,0.00060112,0.011472
-0.01766,0.00047704,0.011304
-0.017869,0.0010167,0.011745
0.011652,0.014492,0.021147
0.0041413,-0.0044927,0.0029115
0.0042864,-0.0045119,0.0030262
0.0042222,-0.0039251,0.0030847
-0.00020855,-0.00028403,3.0515e-05
-0.0002189,-0.00028952,3.349e-05
0.00044818,-0.00055655,0.0003696
0.00044697,-0.000551,0.00036286
0.00044142,-0.00053477,0.00036669
0.00044066,-0.00053155,0.00036332
0.00044806,-0.00055426,0.00036623
-0.011254,0.0081508,0.014179
-0.011779,0.0090943,0.014795
-0.011599,0.0080619,0.014121
-0.011856,0.0085337,0.014429
-0.011513,0.0086202,0.014487
0.00027572,-0.00026432,0.00036582
0.00025207,-0.00023064,0.00036345
0.00026397,-0.00025222,0.00036604
0.00025281,-0.00023599,0.00036485
0.00026464,-0.00024797,0.00036464
-6.802e-05,-14.944,0.9992
-0.00045172,-14.853,0.9992
9.1731e-06,-16.221,0.99922
-0.00028577,-14.898,0.9992
-0.00028671,-15.651,0.99921
5.2492e-06,-15.684,0.99921
-0.00047708,-12.772,0.99917
-0.00046723,-13.91,0.99918
-0.00036775,-13.966,0.99918
-0.025736,0.0077493,0.034333
-0.025634,0.0081262,0.03425
-0.00011631,-0.0011445,0.00017394
-0.0001234,-0.0010352,0.00016904
-0.00014585,-0.0010979,0.00016447
-0.00012011,-0.0010898,0.00017149
-0.00013474,-0.0010668,0.00016675
-0.0001313,-0.0011214,0.0001692
-0.019729,-0.0025858,0.01152
-0.019314,-0.0030542,0.010814
-0.019624,-0.0029743,0.011168
-0.019521,-0.0028218,0.011167
-0.019416,-0.0031999,0.010815
-0.018182,0.0041141,0.013505
-0.018526,0.0049469,0.014275
-0.018353,0.0045269,0.01389
-0.018469,0.0050575,0.014259
-0.018295,0.0046345,0.013874
-0.00022716,-0.0018696,0.00014641
-0.00021903,-0.0018667,0.00015078
-0.00021018,-0.0019353,0.00015504
-0.021362,0.0051276,0.018923
-0.021276,0.0052002,0.018799
-0.021408,0.0056498,0.019346
0.012801,0.017241,0.021458
0.00083874,-0.003032,0.00064023
0.00082962,-0.0029117,0.00063934
0.00080583,-0.0029761,0.00061959
-0.01618,-0.0078547,0.0059404
-0.015957,-0.0080376,0.0057377
-0.016026,-0.0078729,0.0058917
-0.000291,-0.00047747,7.014e-05
-0.00027615,-0.00040858,6.7784e-05
-0.00028416,-0.00044294,6.8962e-05
-0.00028021,-0.00041919,6.5303e-05
-0.00028753,-0.00045284,6.6481e-05
0.0065484,-0.00034308,0.007522
0.0062788,-0.0014153,0.0072777
0.0060773,-0.001758,0.0072977
0.0063667,-0.00067747,0.007542
-4.8642e-05,0.018485,0.028274
0.00038521,0.018392,0.028733
-0.00073944,0.018581,0.028921
-0.014696,-0.0059018,0.0069439
-0.014545,-0.0063061,0.0067269
-0.014478,-0.0062548,0.0067519
-0.011774,-0.0099015,0.015022
-0.013071,-0.010086,0.01533
-0.01387,-0.010115,0.01473
0.00026642,-0.00077547,0.00026882
0.00028643,-0.00082371,0.00027521
0.00029349,-0.00075037,0.00027704
0.00027645,-0.00079972,0.00027201
0.00029026,-0.00078674,0.00027613
0.00028023,-0.00076291,0.00027293
-0.01266,-0.0048261,0.0032821
-0.013215,-0.0052686,0.0033757
-0.013126,-0.0048628,0.003206
-0.021908,0.0064328,0.020908
-0.021617,0.0059415,0.019961
-0.02157,0.0051526,0.01936
-0.021762,0.0061855,0.020435
-0.021592,0.0055446,0.019661
-0.021737,0.0057814,0.020134
-0.0026225,-0.018609,0.0026678
-0.017851,0.01253,0.017747
-0.017729,0.012573,0.01773
-0.017991,0.013129,0.018211
0.067503,-5.2352,0.69565
0.079693,-6.5516,0.75008
0.078395,-6.5852,0.74863
0.081208,-7.8673,0.80306
-0.0021666,0.0058287,0.012509
-0.0029144,0.0045556,0.011907
-0.0027346,0.0056503,0.012461
-0.0025494,0.0051909,0.012208
-0.0031004,0.0050179,0.01216
-0.00028144,-0.00044027,7.1885e-05
-0.00028656,-0.00045915,7.1013e-05
-0.00027896,-0.00042433,6.9835e-05
0.0023387,0.0051951,0.006917
0.0027678,0.0049106,0.0065205
0.0026992,0.0054379,0.0069612
0.0025581,0.0050819,0.0067187
0.0029149,0.0052564,0.006763
-0.017383,0.016425,0.020594
-0.01778,0.017067,0.021193
-0.00297,-0.0085928,0.0011781
-0.0026433,-0.0080492,0.0010819
-0.0030049,-0.008312,0.0011723
0.00024656,-0.00092825,0.00026505
0.00023891,-0.00089928,0.00026233
0.00025492,-0.00089577,0.00026684
-0.00061592,-0.0042404,0.0080984
-0.00011619,-0.004026,0.0081265
0.007722,0.0061753,0.0094331
0.0078455,0.007013,0.0097761
0.0076773,0.0061151,0.0095712
-0.020382,0.010854,0.019768
-0.020496,0.01042,0.019829
-0.00026917,-0.0016703,0.00011032
-0.00027779,-0.001566,0.00010593
-0.00026711,-0.001697,0.00011564
-0.00027179,-0.0016431,0.00011344
-0.00027355,-0.0016179,0.00010813
-0.022823,-0.0084473,0.01056
-0.022882,-0.0082428,0.010812
-0.023077,-0.0084096,0.010962
-0.015586,0.0033762,0.011612
-0.015164,0.002455,0.011055
-0.015473,0.0027968,0.011293
-0.015374,0.0029131,0.011333
-0.015266,0.0023415,0.011014
0.0026333,0.014857,0.0187
0.0031558,0.015184,0.018986
0.0024152,0.015102,0.019068
-0.016679,0.0079972,0.014482
-0.016424,0.0067258,0.013665
-0.016768,0.0078751,0.014442
-0.016549,0.0073564,0.014073
-0.016637,0.0072345,0.014034
-0.19578,0.040196,0.18028
-0.014135,-0.0053776,0.0071893
-0.00029716,-0.00054837,5.8268e-05
-0.00030216,-0.00057668,6.1431e-05
-0.00029693,-0.00057005,5.7497e-05
5.796e-05,-4.2332e-05,0.00036234
8.4664e-05,-6.4237e-05,0.00036274
6.4002e-05,-4.7424e-05,0.0003631
0.0082953,-0.0068212,0.008229
0.0064996,-0.007015,0.0084063
0.010873,-0.0067054,0.0085563
-0.012518,-0.0093277,0.0052436
-0.026034,0.013694,0.04092
-0.025731,0.011834,0.037942
-0.026165,0.012985,0.041145
-0.025877,0.012754,0.039431
-0.025946,0.012405,0.039544
-0.026098,0.013343,0.041033
8.8723e-06,-7.661e-06,0.00036692
-0.016324,0.0068343,0.013696
-0.0162,0.006211,0.013315
0.00031782,-0.0026059,0.00035182
0.00029123,-0.0026255,0.00034234
0.00030028,-0.00255,0.00034344
-0.023485,-0.0051559,0.014525
-0.023885,-0.0049027,0.015497
-0.023685,-0.0050309,0.015011
-0.023722,-0.0046582,0.015431
-0.023523,-0.0047946,0.014945
0.0068498,0.015335,0.01467
0.0070736,0.015337,0.014252
0.0062567,0.014766,0.014305
-0.00019523,-0.00027385,2.7409e-05
0.0003591,-0.00073728,0.00029873
0.00034898,-0.00079472,0.000295
0.00034581,-0.00072684,0.00029423
0.0003408,-0.00075528,0.00029237
0.00035437,-0.00076572,0.00029687
0.014513,-6.3244,0.58617
0.021119,-5.9623,0.57466
-0.0034507,-0.012665,0.0014927
0.040756,-0.011044,0.049432
0.024039,-0.012022,0.050699
0.041134,-0.011222,0.051035
0.032304,-0.011711,0.051669
0.032092,-0.011514,0.050066
0.00076644,0.0033927,0.0070751
0.00032786,0.0020884,0.0069763
0.00071343,0.0031375,0.0068254
0.00052798,0.0027692,0.0070257
0.00048876,0.0025453,0.006776
0.00043301,-0.0012982,0.00034181
0.0004467,-0.0013858,0.00035267
0.00046112,-0.0012857,0.00035496
0.00043982,-0.0013422,0.00034724
0.0004542,-0.0013353,0.00035382
0.00044751,-0.0012925,0.00034838
-0.00016691,-0.0013361,0.00016401
-0.0001365,-0.0012918,0.00017195
-0.00016932,-0.0012327,0.00016099
-0.00015196,-0.0013147,0.00016798
-0.00015321,-0.0012625,0.00016647
-0.0001683,-0.0012844,0.0001625
-0.0033546,-0.0068238,0.0011636
-0.0029282,-0.006616,0.0010706
-0.0030155,-0.0063007,0.0010711
0.02272,-5.6018,0.55156
0.022841,-5.5973,0.5524
0.025739,-5.159,0.53308
8.6675e-05,-7.7371e-05,0.00030048
0.00010995,-9.7928e-05,0.00030476
5.5221e-05,-4.6579e-05,0.00030455
9.8331e-05,-8.767e-05,0.00030262
8.3329e-05,-7.2228e-05,0.00030466
7.1412e-05,-6.1935e-05,0.00030252
4.7969e-06,-8.4992e-05,0.00018438
2.6125e-06,-6.838e-05,0.00018224
2.6732e-06,-9.8627e-05,0.00018197
-0.022163,-0.0093648,0.0090778
-0.021867,-0.0095581,0.0086425
-0.022019,-0.0094685,0.0088601
-0.02213,-0.0095935,0.0089771
-0.022286,-0.0094981,0.0091947
-0.014641,-0.006435,0.0036634
-0.014202,-0.0060728,0.0035663
-0.014461,-0.0060991,0.0034905
0.0024481,0.0055147,0.007152
-0.00028752,-0.00099454,0.0001128
-0.00027124,-0.00096742,0.00011963
-0.00028645,-0.00090501,0.00011084
-0.00027983,-0.00098182,0.00011621
-0.00027925,-0.00093624,0.00011523
-0.00028725,-0.00094979,0.00011182
-0.012131,-0.0095098,0.0053343
-0.011887,-0.0098958,0.0051867
-0.011963,-0.0098664,0.0051586
-0.02468,-0.0043836,0.017662
-0.024712,-0.0039285,0.018236
-0.024519,-0.0041198,0.017588
0.00026674,-0.0053862,0.00039326
0.00024013,-0.0052338,0.00037904
0.00017055,-0.0050272,0.00034799
-0.048248,-1.1364,0.47395
-0.0054533,-2.0495,0.56894
-0.023925,-0.0045291,0.015953
-0.010817,-0.0025951,0.05787
0.0032758,-0.0044235,0.0022604
0.0032144,-0.0039931,0.0022956
0.0033495,-0.0039735,0.0024056
-0.012774,-0.0092764,0.0051074
-0.012568,-0.009564,0.0049368
-0.012831,-0.0092639,0.0050783
-0.018472,0.012221,0.017881
-0.01821,0.011058,0.017023
-0.018557,0.012151,0.017898
-0.018338,0.011636,0.017452
-0.018422,0.011564,0.01747
0.0039463,0.00048805,0.002583
0.0050162,0.0011302,0.0024425
0.0019323,0.0014016,0.0023921
0.0028821,0.0020977,0.0022516
0.0072251,0.013557,0.012157
0.0076391,0.013878,0.012385
0.0072138,0.014018,0.012546
0.0024056,-0.0037595,0.0017436
0.0026352,-0.0039747,0.001871
0.0025187,-0.0038645,0.0018073
0.0026178,-0.0036736,0.0019208
0.0024993,-0.0035764,0.001857
0.0023997,-0.0032088,0.0018677
0.002494,-0.0032893,0.0019191
0.0024073,-0.0034859,0.0018056
-0.00030786,-0.0011347,9.0548e-05
0.0011107,0.0061937,0.016175
-0.025311,0.025035,0.037992
-0.024787,0.023885,0.03579
-0.024465,0.022778,0.034601
-0.025046,0.024456,0.036891
-0.024623,0.02333,0.035195
-0.024877,0.023891,0.036297
0.0047283,0.0047932,0.0017122
0.0038322,0.006446,0.0013764
0.010099,0.0042361,0.0015747
0.0043084,0.005658,0.0015443
0.0066696,0.0054144,0.0014756
0.007323,0.0046391,0.0016435
-0.12391,0.034231,0.12315
-0.12487,0.030418,0.1201
-0.13419,0.034665,0.13159
0.00039133,-16.066,0.99912
-8.5348e-05,-0.0033756,0.00019911
-5.9844e-05,-0.0035703,0.00021679
-9.3786e-05,-0.0032976,0.00019041
-0.060469,0.015309,0.072215
-0.0671,0.016424,0.076506
-0.062579,0.01869,0.073418
-0.024991,-0.0049039,0.017802
-0.024603,-0.0051458,0.016686
-0.024835,-0.0046429,0.017732
-0.024642,-0.0047737,0.017174
-0.024797,-0.0050265,0.017244
0.028664,-0.007497,0.019242
-0.016141,0.0027997,0.011474
-0.015753,0.0018547,0.010877
-0.016032,0.0022183,0.01115
-0.015946,0.0023241,0.011175
-0.01584,0.0017523,0.010852
0.0039824,-0.0033719,0.0030147
0.0041327,-0.0033516,0.0031363
0.0040738,-0.0039203,0.0029631
0.15635,-6.6252,0.88114
0.17881,-10.561,0.95191
0.14664,-6.2702,0.86668
0.17536,-8.2637,0.90206
0.18068,-8.6541,0.91653
-0.00051263,-14.912,0.99923
-0.00017691,-14.926,0.99923
0.00023948,-16.223,0.99925
-0.00032178,-14.919,0.99923
0.00042828,-15.68,0.99924
4.0793e-05,-15.675,0.99924
-0.002723,-0.018261,0.0022046
-0.0027906,-0.018437,0.002351
-0.002553,-0.018332,0.0022106
0.0034154,-0.0044077,0.0023697
0.0034909,-0.003934,0.002515
0.0038482,-0.0044469,0.0026898
0.0039238,-0.0039217,0.0028523
0.0039938,-0.0044691,0.0028007
0.00041069,-0.00045619,0.0003622
9.7769e-05,-0.00021182,0.00023452
9.5821e-05,-0.00019425,0.00023671
8.648e-05,-0.00018046,0.00023387
-0.001468,0.0071772,0.00048266
0.00027238,-0.00070444,0.00027066
0.00028297,-0.00072754,0.00027385
0.00026971,-0.00073967,0.00026974
0.0003326,-0.0084958,0.000586
0.00065814,-0.0096471,0.00075439
0.00032672,-0.0080057,0.00055075
0.00048742,-0.0091408,0.0006702
0.00048257,-0.0088695,0.00065257
0.00033115,-0.0082504,0.00056838
-3.4089e-05,-0.00038107,0.00017318
-3.3769e-05,-0.00042033,0.00017484
-4.2838e-05,-0.00040179,0.00017093
-4.2738e-05,-0.00044141,0.00017258
0.06841,-5.3262,0.69779
-0.025383,0.0057018,0.030728
-0.0007819,-12.773,0.9992
-0.00081763,-13.955,0.99921
-0.0009262,-13.947,0.99921
-0.0054672,-0.015687,0.0023415
-0.023817,0.026265,0.031534
-0.023653,0.026089,0.031236
-0.024095,0.026881,0.032237
-0.011621,-0.0085095,0.0060822
-0.011434,-0.0090049,0.0058967
-0.011487,-0.0086091,0.0060677
7.8641e-05,-0.00010013,0.00037113
6.1823e-05,-8.1995e-05,0.00037142
8.5147e-05,-0.00010812,0.0003719
8.9533e-05,-0.00014001,0.00024833
8.3868e-05,-0.00012444,0.00025053
-0.020575,0.0090913,0.019423
-0.018986,0.0056061,0.015162
-0.018644,0.0047263,0.014314
-0.018764,0.0045275,0.014369
-0.018814,0.0051619,0.014738
-0.018704,0.0046278,0.014341
-0.018874,0.0050607,0.014766
-0.0013231,-0.017281,0.001679
-0.0012962,-0.016763,0.0015481
-0.0011732,-0.01678,0.0015476
0,0,0.00010712
-3.7633e-05,-4.5979e-05,0.00010736
-1.8601e-05,-2.2316e-05,0.00010888
-1.9926e-05,-2.2879e-05,0.00010559
-0.012148,-0.0021517,0.0087738
-0.012344,-0.0022314,0.0087268
-0.012377,-0.0016287,0.0089981
-0.00019895,-0.0029042,0.00020486
-0.00035312,-0.0043094,0.0003137
-0.0015148,-0.0026635,0.0087306
-0.0013783,-0.003256,0.0085079
-0.0010319,-0.0025261,0.0087437
0.0020837,-0.0074282,0.0012251
0.0022635,-0.0073102,0.0013266
0.002173,-0.0071228,0.0012738
-0.00028389,-0.00050466,8.3289e-05
-0.00029516,-0.00052501,7.6923e-05
-0.00029611,-0.00057433,8.3973e-05
-0.00029012,-0.00051551,8.0106e-05
-0.00029604,-0.00054953,8.0448e-05
-0.00029049,-0.00053959,8.3631e-05
0.0047293,-0.01021,0.0040231
0.004209,-0.011636,0.0038061
0.0045673,-0.010525,0.0041834
0.0044762,-0.010933,0.0039146
0.0043884,-0.0111,0.0039947
0.0046574,-0.010366,0.0041032
-0.00279,-0.015915,0.0016167
-0.0022404,-0.014794,0.0013644
-0.0025422,-0.015297,0.0014859
-0.0024796,-0.015492,0.0014952
-5.0233e-05,-5.5711e-05,6.4351e-06
-3.4203e-05,-4.04e-05,4.2807e-06
-0.015755,-0.0066312,0.0067051
-0.015332,-0.0071767,0.0062879
-0.015591,-0.0069369,0.0064874
-0.015498,-0.0068805,0.0065057
-0.01842,0.0036451,0.013545
-0.018531,0.0041793,0.01393
-0.018591,0.0040818,0.013957
-0.024293,-0.004651,0.016553
-0.024327,-0.0042635,0.017034
-0.024162,-0.0039997,0.016962
-0.024127,-0.0043932,0.016481
0.00043035,-0.00050441,0.00035747
0.00043258,-0.00050891,0.00036063
0.00043911,-0.00052791,0.00036017
-0.015524,-0.0045125,0.0077815
-0.015655,-0.0040744,0.0080356
-0.015721,-0.0041558,0.0080166
