"velocity:0","velocity:1","w_he"
-0.028531,-0.0044327,0.030207
-0.028345,-0.0040125,0.03005
-0.028339,-0.0045479,0.029097
-0.00013576,-8.9502,0.82202
-0.022239,0.013005,0.025165
-0.022028,0.012437,0.024355
-0.022454,0.013589,0.026047
0.0011124,-1.4808,0.35456
-0.009301,-0.95163,0.30726
-0.0084677,-0.98194,0.30929
-0.0043569,-1.1911,0.33091
-0.0088801,-0.96675,0.30827
-0.0039326,-1.2086,0.33192
-0.032902,-0.012447,0.055797
-0.033009,-0.01286,0.058303
-0.032913,-0.013143,0.0564
0.023998,-3.3192,0.46303
0.040047,-4.4961,0.57129
0.039859,-4.5014,0.57044
-0.032213,-0.025167,0.10114
-0.032532,-0.018839,0.09158
-0.032728,-0.021553,0.092903
-0.032393,-0.021655,0.096362
-0.032642,-0.020189,0.092241
-0.032488,-0.023094,0.097023
-0.013241,-0.76917,0.28747
-0.012845,-0.7822,0.28849
-0.030985,-0.0079734,0.038481
-0.030958,-0.0084355,0.037337
-0.012474,-0.79527,0.28948
-0.030559,-5.535e-05,0.084422
-0.030615,-0.0016993,0.088924
-0.030647,-0.0010584,0.084774
-0.030874,-0.0016803,0.077819
-0.030947,-0.0042031,0.085866
-0.030802,-0.001747,0.081473
-0.030919,-0.0027601,0.081843
-0.030841,-0.0031319,0.085497
-0.029641,-0.011783,0.02987
0.024814,-3.5292,0.46718
0.027917,-4.5171,0.51515
0.024683,-3.4844,0.46618
0.027084,-4.0196,0.49116
0.027149,-3.9989,0.49066
0.02475,-3.5069,0.46668
-0.007686,-1.0125,0.31128
-0.0027254,-1.2611,0.33479
-0.0072824,-1.0279,0.31226
-0.023037,0.013988,0.02809
-0.03086,-0.042291,0.12172
-0.030933,-0.046282,0.12303
-0.030027,-0.064604,0.13585
-0.0309,-0.044268,0.12238
-0.030498,-0.054353,0.12944
-0.030483,-0.052182,0.12879
-0.030997,-0.0074784,0.039749
0.001924,-1.5203,0.35646
-0.0035125,-1.226,0.33287
-0.0080751,-0.99717,0.31028
-0.0031157,-1.2436,0.33387
-0.026341,-0.17057,0.17457
-0.028419,-0.11201,0.15532
-0.028041,-0.11842,0.15709
-0.027467,-0.13805,0.16495
-0.028254,-0.11519,0.1562
-0.027255,-0.14166,0.16583
0.020417,-2.8364,0.45206
0.020915,-2.8893,0.45347
0.029719,-3.9789,0.50995
0.02067,-2.863,0.45277
0.025903,-3.4147,0.48171
0.025742,-3.3884,0.48101
-0.032588,-0.015657,0.060993
-0.032861,-0.015575,0.06287
-0.023159,-0.33584,0.22142
0.059723,-7.3432,0.75067
-0.028328,-0.0050551,0.028234
0.02965,-3.9293,0.50952
0.029688,-3.9543,0.50973
0.025576,-3.3621,0.48079
-0.030521,-0.035214,0.13268
-0.030601,-0.033342,0.13214
-0.021378,0.01398,0.023095
-0.021832,0.015184,0.024642
-0.021777,0.01548,0.024559
-0.021602,0.014575,0.023868
-0.021805,0.015334,0.024601
-0.021573,0.014722,0.023827
-0.030627,0.00022292,0.077141
-0.030747,-0.00071823,0.07748
-0.030691,-0.00075555,0.081134
-0.021976,0.0144,0.024847
-0.021786,0.013643,0.024099
-0.020873,0.013098,0.021613
-0.021253,0.01454,0.022952
-0.020804,0.013364,0.021554
-0.021059,0.013812,0.022282
-0.021026,0.013945,0.022253
-0.020839,0.013232,0.021583
0.0023096,-1.5401,0.35738
-0.00022289,-9.5811,0.85334
-0.00016788,-9.0334,0.82655
-0.0002144,-8.6022,0.80133
0.015615,-8.5083,0.78795
-0.00015931,-8.6388,0.80365
-0.00010892,-8.3574,0.78504
-0.00014377,-10.626,0.90053
0.0083893,-1.943,0.39584
0.014844,-2.3855,0.42466
0.014532,-2.36,0.42395
-0.029288,-0.0045518,0.033973
-0.029291,-0.0051101,0.032925
-0.029481,-0.0050258,0.034177
0.014713,-1.8037,0.36
0.011992,-1.5133,0.3391
-0.029754,0.0017573,0.05333
-0.029439,0.0030598,0.052882
-0.029467,0.0014091,0.048905
-0.029594,0.0024146,0.053106
-0.02945,0.0022302,0.050894
-0.029613,0.0015969,0.051118
-0.030567,-0.0054359,0.10207
-0.030606,-0.0078834,0.10287
-0.030589,-0.0097505,0.10787
-0.030584,-0.0066458,0.10247
-0.030591,-0.011071,0.10827
-0.028018,-0.13592,0.17259
0.071392,-9.0108,0.8358
-4.6066e-05,-8.0716,0.76426
0.013056,-7.9909,0.75184
-7.7521e-05,-8.1017,0.76655
-0.010231,0.017338,0.022315
-0.01072,0.017786,0.022837
-0.010586,0.0185,0.023901
-0.0099631,0.018397,0.023889
-0.030591,-0.0084561,0.10743
0.01542,-8.473,0.7857
-0.014412,-0.446,0.23052
-0.016386,-0.30547,0.20635
-0.010642,-0.46053,0.23328
-0.015616,-0.36867,0.21843
-0.013604,-0.37478,0.21981
-0.012657,-0.45319,0.2319
-0.021721,0.015765,0.024476
-0.021315,0.014264,0.023022
-0.021514,0.015006,0.023749
-0.021543,0.014865,0.023791
-0.021749,0.015624,0.024517
0.0044682,-0.023231,0.091851
0.011572,-0.026233,0.10059
-0.0045616,-0.027005,0.097194
0.0078219,-0.024607,0.096222
0.0027482,-0.0267,0.098893
-0.00023172,-0.025024,0.094523
0.007592,-1.8952,0.39386
0.019863,-2.7822,0.45061
0.0066763,-1.8472,0.3918
0.013798,-2.3082,0.42224
0.013393,-2.2822,0.4212
0.0071415,-1.8712,0.39283
-0.00012085,-9.4833,0.84889
-0.019979,-0.45068,0.23921
-0.023789,-0.29415,0.21038
-0.019393,-0.46777,0.241
-0.022074,-0.36418,0.2248
-0.021807,-0.37144,0.22569
-0.019686,-0.45917,0.24011
0.019584,-2.755,0.44985
0.025293,-3.3079,0.47974
-0.0074137,-0.013414,0.044214
0.002293,-0.012819,0.04572
-0.0039274,-0.013642,0.047839
-0.0029078,-0.013136,0.044967
-0.00089161,-0.013228,0.046779
-0.0057557,-0.013527,0.046026
-0.021441,0.013685,0.023167
-0.021409,0.013834,0.023131
-0.021632,0.014426,0.023904
-0.022374,0.0095299,0.023925
-0.0011346,-0.046889,0.12419
0.0084198,-0.03757,0.11687
0.018229,-0.046304,0.12816
0.0034072,-0.041886,0.12053
0.013042,-0.041519,0.12252
0.0075444,-0.046742,0.12618
-0.023744,-0.016051,0.052867
-0.026472,-0.016554,0.055496
-0.025587,-0.015949,0.051976
-0.025173,-0.016313,0.054182
-0.026809,-0.016155,0.053291
-0.028806,-0.01155,0.026214
-0.02898,-0.011663,0.027177
-0.029102,-0.011425,0.026833
-0.040845,-0.0093363,0.15502
-0.040922,-0.051355,0.17744
-0.041547,-0.044616,0.17574
-0.041008,-0.027362,0.16623
-0.041235,-0.047936,0.17659
-0.041283,-0.024637,0.16538
0.0015224,-1.5005,0.35551
-0.027303,-0.14704,0.16982
-0.028939,-0.093815,0.15084
-0.028811,-0.099693,0.15222
-0.028202,-0.11744,0.16033
-0.028878,-0.096727,0.15153
-0.028108,-0.12076,0.16102
-0.016772,-0.43123,0.22808
-0.0195,-0.29453,0.20359
-0.018314,-0.35594,0.21583
-0.017081,-0.36224,0.21705
-0.01567,-0.43855,0.2293
-0.033229,-0.014544,0.066389
-0.033152,-0.014697,0.064257
-0.033174,-0.013893,0.0636
-0.021665,0.016038,0.024392
-0.021608,0.016302,0.024309
-0.021192,0.014812,0.022888
-0.021637,0.016172,0.02435
-0.021395,0.01555,0.023599
-0.021426,0.015418,0.02364
-0.027913,-0.016336,0.054603
-0.018822,-0.016058,0.054792
-0.020486,-0.015471,0.050465
-0.021511,-0.016089,0.053829
-0.022182,-0.01577,0.051666
-0.019702,-0.015755,0.052629
-0.03004,-0.059925,0.13456
-0.030775,-0.038443,0.12052
-0.030464,-0.050049,0.12814
-0.030445,-0.047956,0.12754
-0.030818,-0.040348,0.12112
0.032541,-4.3974,0.53623
-0.029718,0.0033615,0.057791
-0.029976,0.0034198,0.0633
-0.029718,0.004882,0.06279
-0.02985,0.0034299,0.060545
-0.029844,0.0041586,0.063045
-0.029713,0.0041395,0.06029
0.0041309,-1.4331,0.33468
0.012274,-2.0404,0.37773
0.0024299,-1.3999,0.33295
0.008141,-1.7152,0.3562
0.0073874,-1.6968,0.35534
0.0032707,-1.4165,0.33381
0.00034758,-1.0139,0.29792
0.0051007,-1.2356,0.31805
0.003154,-1.2214,0.31717
-0.021082,0.012251,0.021804
-0.021012,0.012543,0.021739
-0.021257,0.01296,0.022485
-0.021224,0.013107,0.022453
-0.021047,0.012398,0.021771
-0.029258,-0.0066085,0.029987
-0.029277,-0.0061379,0.030932
-0.02946,-0.0065684,0.031139
0.017652,-2.645,0.41917
0.017901,-2.6665,0.41968
0.01313,-2.2397,0.39546
-0.030091,0.00040738,0.053808
-0.030052,0.001186,0.056045
-0.03022,0.00047805,0.056306
-0.023421,0.0041162,0.022919
-0.023774,0.0048672,0.024529
-0.023588,0.0054199,0.024461
-0.023597,0.0044866,0.023724
-0.023679,0.0051455,0.024495
-0.023502,0.0047576,0.02369
-0.021346,0.014123,0.023058
-0.028255,-0.012281,0.028286
-0.028364,-0.012419,0.029318
-0.027046,-0.15467,0.17131
-0.024888,-0.23022,0.19213
-0.027179,-0.15082,0.17057
-0.026053,-0.1884,0.18172
-0.026213,-0.18403,0.18098
-0.030837,-0.015862,0.10542
-0.030582,-0.027749,0.11734
-0.030554,-0.024455,0.11637
-0.030731,-0.021091,0.11138
-0.030565,-0.026084,0.11686
-0.030697,-0.019572,0.1109
-0.024489,-0.49701,0.26757
-0.024983,-0.48553,0.26631
-0.027784,-0.37576,0.24857
-0.030035,-0.062241,0.13521
-0.025727,-0.24686,0.20402
-0.023981,-0.31532,0.21893
-0.025477,-0.25253,0.20482
-0.027756,-0.004882,0.026136
-0.027934,-0.0052498,0.026281
-0.031149,-0.0064056,0.044156
-0.03153,-0.0076276,0.044798
-0.031469,-0.0064875,0.047956
-0.031342,-0.0070158,0.044477
-0.031507,-0.0070725,0.046377
-0.031313,-0.0064368,0.046056
-0.028257,-0.11861,0.1644
-0.026322,-0.19185,0.18618
-0.026684,-0.18285,0.18475
-0.027402,-0.1511,0.17529
-0.026502,-0.18731,0.18546
-0.027553,-0.14723,0.17458
-0.0216,0.01934,0.025146
-0.021108,0.017841,0.023723
-0.021686,0.019166,0.025244
-0.021348,0.018584,0.024435
-0.021393,0.018496,0.024484
-0.021644,0.019255,0.025195
-0.030399,0.0018879,0.083744
-0.030541,-0.0016805,0.09268
-0.030449,0.00042755,0.091955
-0.030478,0.00036302,0.088212
-0.030492,-0.00061438,0.092318
-0.030417,0.0013614,0.08785
0.04854,-6.9604,0.71113
-0.023306,-0.30666,0.21198
-0.023546,-0.30036,0.21118
-0.021533,-0.3788,0.22649
0.02543,-3.335,0.48006
0.020144,-2.8095,0.45134
-0.029735,0.021959,0.075363
-0.029405,0.021468,0.072139
-0.029726,0.021426,0.075651
-0.02128,0.01746,0.02389
-0.021354,0.017252,0.023975
-0.021833,0.018778,0.025444
-0.021318,0.017357,0.023932
-0.021588,0.018008,0.024709
-0.021553,0.018112,0.024667
-0.033865,0.038385,0.082388
-0.02891,-0.0047547,0.0315
-0.028721,-0.0043164,0.03133
-0.028717,-0.004856,0.030378
0.0032922,-1.5497,0.34891
0.0036719,-1.5681,0.34978
0.0017391,-0.031216,0.10649
0.0064797,-0.028573,0.10354
-0.0016003,-0.028933,0.10184
0.017624,-2.1362,0.38115
-0.019353,-0.058493,0.12865
-0.022379,-0.045254,0.11668
-0.014331,-0.046592,0.1203
-0.020965,-0.051216,0.12266
-0.018868,-0.046035,0.11849
-0.017091,-0.052053,0.12447
-0.022054,0.0083482,0.022419
-0.02211,0.0081255,0.022429
-0.02193,0.0076833,0.021743
-0.056415,-0.015665,0.18377
-0.055822,0.0056039,0.17063
-0.056933,-0.012007,0.18237
-0.029994,-0.069446,0.13725
-0.030506,-0.056562,0.13014
-0.030015,-0.067003,0.13655
-0.0019615,-0.01268,0.042344
6.5827e-05,-0.01275,0.044032
-0.0047555,-0.013047,0.043279
-0.032595,-0.024349,0.08919
-0.032903,-0.020662,0.081251
-0.032117,-0.022613,0.083187
-0.032771,-0.022339,0.08522
-0.032585,-0.021659,0.082219
-0.032415,-0.023395,0.086189
-0.030405,0.002047,0.076497
-0.030513,0.0011451,0.076819
-0.030587,0.00021516,0.080781
-0.030488,0.0011649,0.080459
-0.029949,-0.057623,0.1425
-0.029564,-0.076061,0.15155
-0.02986,-0.05994,0.14305
-0.0091602,-0.21922,0.19046
0.0037574,-0.22631,0.19516
-0.0023113,-0.3256,0.21347
-0.0034398,-0.22274,0.19281
0.00019411,-0.27119,0.20431
-0.0057564,-0.26643,0.20196
-0.021547,-0.012329,0.027225
-0.022005,-0.012135,0.025367
-0.019321,-0.012029,0.026231
-0.021792,-0.012231,0.026296
-0.020763,-0.012096,0.025799
-0.020466,-0.012186,0.026728
-0.03055,-0.0032283,0.097376
-0.030519,-0.0021085,0.097014
-0.021222,0.014677,0.02292
-0.021454,0.015281,0.023672
-0.030462,0.0014092,0.070087
-0.03055,0.00092576,0.073614
-0.030427,0.0018039,0.073292
-0.032344,-0.028264,0.10257
-0.032291,-0.026707,0.10185
-0.032559,-0.024549,0.097734
-0.022534,-0.016791,0.057456
-0.023177,-0.016407,0.055161
-0.020756,-0.016431,0.056124
-0.020994,0.014081,0.022221
-0.028906,-0.003614,0.033603
-0.028721,-0.0037482,0.032381
-0.02891,-0.004199,0.032551
-0.030436,-0.0064116,0.037634
-0.030802,-0.0063878,0.04073
-0.030625,-0.0069319,0.037906
-0.030812,-0.0069365,0.039454
-0.030621,-0.0063956,0.039182
-0.028893,-0.0057801,0.029602
-0.029091,-0.0057092,0.03074
-0.029077,-0.0061939,0.029794
-0.021129,0.015073,0.022824
-0.02155,0.016557,0.024227
-0.021061,0.015316,0.022749
-0.021335,0.015808,0.023526
-0.021302,0.015929,0.023488
-0.021095,0.015196,0.022787
0.0096618,-0.016147,0.069527
0.018516,-0.01558,0.070443
0.013575,-0.016425,0.072607
-0.011185,-0.31595,0.20961
-0.014036,-0.31068,0.20798
-0.011205,-0.38106,0.22145
-0.028061,-0.012901,0.031998
-0.028554,-0.012719,0.031538
-0.028631,-0.012883,0.032732
0.028255,-4.5104,0.51593
0.028085,-4.5138,0.51554
0.027196,-3.9926,0.49105
0.0171,-2.4297,0.40112
0.01313,-2.0601,0.37844
-0.024625,0.010909,0.032268
-0.024918,0.012644,0.034675
-0.024497,0.011507,0.032162
-0.024767,0.011765,0.033472
-0.024705,0.012069,0.033418
-0.02456,0.01121,0.032215
-0.029257,0.010389,0.066887
-0.029408,0.009047,0.067378
-0.029613,0.010075,0.073606
-0.029331,0.0097253,0.067133
-0.029502,0.0096247,0.070492
-0.029436,0.010318,0.070246
-0.030585,-0.0043721,0.097777
-0.032491,-0.011685,0.1296
-0.032264,-0.014874,0.13067
-0.032528,-0.037046,0.1459
-0.032377,-0.013263,0.13014
-0.03243,-0.024629,0.13829
-0.032561,-0.022783,0.13775
0.011043,-2.0008,0.37631
0.011655,-2.0206,0.37702
0.0066454,-1.6785,0.35463
-0.032238,-0.015722,0.059141
-0.021191,0.013254,0.022417
0.0073604,-0.012964,0.049455
0.0047084,-0.012892,0.047588
0.0013148,-0.013323,0.048647
0.027868,-4.5566,0.51442
0.027898,-4.537,0.51478
0.027026,-4.0422,0.4908
-0.026741,-0.16252,0.17288
-0.027638,-0.1345,0.1641
-0.026557,-0.16652,0.17373
-0.0072989,-0.037861,0.11301
-0.00025083,-0.037828,0.11494
-0.004402,-0.041944,0.1186
-0.032408,-0.014215,0.053641
-0.032486,-0.01464,0.056005
-0.032667,-0.014032,0.055322
-0.023356,0.0012427,0.020255
-0.023141,0.0017555,0.02021
-0.023247,0.0015006,0.020233
-0.023081,0.0012118,0.019617
-0.02319,0.0009608,0.019639
-0.028122,-0.013633,0.037194
-0.026306,-0.013929,0.038411
-0.028035,-0.01407,0.040182
-0.027303,-0.013799,0.037803
-0.027208,-0.014012,0.039297
-0.02809,-0.013845,0.038688
-0.03264,-0.027037,0.096128
-0.032092,-0.029708,0.098107
-0.032666,-0.025536,0.092659
-0.032371,-0.026773,0.093649
-0.032429,-0.028386,0.097118
-0.021071,-0.49378,0.25529
-0.021854,-0.47398,0.25316
-0.026116,-0.29685,0.22106
-0.021458,-0.48382,0.25422
-0.024229,-0.37555,0.23711
-0.023885,-0.38383,0.23817
-0.022114,0.017594,0.025942
-0.022064,0.017854,0.025844
-0.021858,0.016941,0.025125
-0.02209,0.017726,0.025893
-0.021831,0.017071,0.025077
-0.03197,0.001168,0.11656
-0.032138,0.003569,0.11561
-0.031494,0.010625,0.10438
-0.032054,0.0023812,0.11609
-0.031819,0.0076086,0.11
-0.031749,0.0065423,0.11047
-0.031178,-0.0064136,0.086647
-0.031302,-0.0075534,0.087062
-0.031163,-0.0084461,0.091248
0.0092175,-1.9909,0.39777
0.0088091,-1.967,0.3968
0.015188,-2.4112,0.42562
-0.024859,0.017333,0.036603
-0.024442,0.01548,0.034064
-0.024888,0.017054,0.036659
-0.024644,0.016396,0.035333
-0.024677,0.016119,0.03539
-0.022358,0.016127,0.026427
-0.022308,0.016442,0.026331
-0.022333,0.016286,0.026379
-0.022094,0.015652,0.025527
-0.02212,0.015495,0.025575
-0.030096,-0.11145,0.17213
-0.03104,-0.060353,0.15201
-0.030746,-0.065448,0.15323
-0.030664,-0.082864,0.16207
-0.030893,-0.062875,0.15262
-0.030494,-0.085846,0.16268
-0.014476,-0.68818,0.27355
-0.013759,-0.71156,0.27544
-0.017466,-0.55725,0.25638
-0.017137,-0.56723,0.25733
-0.014114,-0.69983,0.2745
-0.021956,0.01834,0.025646
-0.021897,0.018565,0.025545
-0.021424,0.01703,0.024058
-0.021927,0.018454,0.025595
-0.021655,0.017791,0.024802
-0.021687,0.017678,0.024852
0.029714,-4.0304,0.51061
0.021401,-2.9417,0.45491
0.029809,-4.0873,0.51131
0.026154,-3.4678,0.48276
0.026306,-3.4978,0.48311
0.029765,-4.059,0.51096
-0.021622,0.017901,0.02476
-0.021866,0.018673,0.025495
-0.0061259,-1.0746,0.31515
0.0041809,-1.6396,0.36189
-0.0011639,-1.3321,0.33852
0.0038249,-1.6197,0.361
-0.0015422,-1.3143,0.33763
-0.016457,-0.81915,0.31192
-0.021438,-0.62532,0.28848
-0.020886,-0.63913,0.28975
-0.026002,0.0058303,0.033454
-0.030406,0.021195,0.083277
-0.030069,0.021722,0.07932
-0.030053,0.021152,0.079608
-0.031359,-0.0052394,0.051501
-0.031758,-0.0066682,0.05218
-0.031612,-0.0054431,0.05615
-0.03156,-0.0059509,0.051841
-0.03169,-0.0060622,0.054165
-0.03149,-0.0053198,0.053826
-0.032076,-0.010103,0.081041
-0.031704,-0.011116,0.088372
-0.031751,-0.0078778,0.080137
-0.031892,-0.010461,0.084706
-0.031739,-0.0092958,0.084254
-0.031913,-0.0089808,0.080589
-0.027069,-0.002903,0.026417
-0.026883,-0.0030735,0.025518
-0.026899,-0.0025382,0.026307
-0.022067,0.015806,0.025486
-0.02186,0.015032,0.024683
0.024472,-2.9453,0.42599
0.021901,-2.5304,0.4039
0.020759,-2.5117,0.40324
-0.026371,0.0046924,0.033792
-0.026192,0.0043013,0.032545
-0.026245,0.0050783,0.033684
-0.030229,-0.011133,0.030987
-0.029829,-0.010915,0.028816
-0.030003,-0.011333,0.03024
-0.03003,-0.01102,0.029902
-0.029809,-0.011217,0.029155
-0.021198,0.017657,0.023806
-0.021763,0.018979,0.025344
-0.021477,0.01831,0.024575
-0.021725,0.019074,0.025294
-0.021436,0.018405,0.024525
-0.029976,0.00466,0.068939
-0.02997,0.0040793,0.066119
-0.02985,0.0048332,0.065864
0.0057151,-0.014113,0.056203
0.011717,-0.014388,0.060868
-0.0018579,-0.015211,0.058885
0.008574,-0.014247,0.058535
0.0044172,-0.014826,0.059876
0.001825,-0.014655,0.057544
-0.022175,0.015173,0.025664
-0.030682,-0.0315,0.13167
-0.0329,-0.011061,0.064014
-0.03301,-0.012355,0.070042
-0.032705,-0.010417,0.068973
-0.032965,-0.011645,0.067028
-0.032866,-0.011384,0.069507
-0.032815,-0.010722,0.066493
-0.011787,0.018339,0.02338
-0.011743,0.019072,0.024485
-0.011232,0.018244,0.023369
-0.011764,0.018713,0.023932
-0.011187,0.018606,0.023921
-0.028531,-0.0026923,0.033265
-0.028888,-0.0023554,0.035932
-0.028717,-0.003151,0.033434
-0.028898,-0.0029995,0.034767
-0.028711,-0.0025246,0.034598
-0.030269,-0.0026174,0.046248
-0.030561,-0.0024685,0.050328
-0.030179,-0.0011362,0.049816
-0.030419,-0.0025324,0.048288
-0.030368,-0.0017976,0.050072
-0.030225,-0.0018871,0.048032
-0.029734,0.0086053,0.074153
-0.029573,0.008916,0.070766
-0.029671,0.0093486,0.073879
-0.023948,0.0062429,0.026216
-0.023858,0.0055442,0.025373
-0.023767,0.0058257,0.025338
-0.012099,-0.80842,0.29048
-0.031711,-0.0059337,0.07285
-0.0316,-0.0048089,0.066381
-0.031976,-0.0066322,0.067159
-0.031664,-0.0052908,0.069615
-0.031788,-0.0057138,0.06677
-0.031846,-0.0062392,0.070005
-0.030226,0.012956,0.087215
-0.030728,0.010991,0.096027
-0.030239,0.014471,0.086559
-0.030471,0.012211,0.091621
-0.030488,0.013021,0.091293
-0.030232,0.013722,0.086887
-0.031368,-0.0039924,0.072081
-0.031538,-0.0049543,0.072465
-0.031484,-0.0043572,0.069231
0.042978,-6.7338,0.68942
-0.021488,0.016798,0.024142
-0.021456,0.016916,0.0241
-0.021717,0.017562,0.024894
-0.029993,0.0027062,0.060791
-0.030114,0.0026663,0.063568
-0.02139,0.017142,0.024016
-0.029709,-0.11858,0.17353
-0.030325,-0.08887,0.16338
-0.029902,-0.11498,0.17283
-0.021154,0.017751,0.023765
-0.021092,0.013674,0.022317
-0.021284,0.014403,0.022987
-0.024723,-0.013353,0.034105
-0.021905,-0.013383,0.035292
-0.024267,-0.013696,0.036789
-0.023433,-0.013387,0.034698
-0.023128,-0.013549,0.03604
-0.024513,-0.013521,0.035447
-0.029578,0.0076467,0.067882
-0.029766,0.0061852,0.068401
-0.029872,0.0070704,0.074713
-0.029669,0.006924,0.068142
-0.029811,0.0066965,0.071557
-0.029727,0.0074522,0.071297
-0.021885,0.016808,0.025167
-0.021472,0.013533,0.023202
-0.021662,0.014274,0.023945
-0.029884,-0.001384,0.045777
-0.030075,-0.0019966,0.046013
-0.030034,-0.0012508,0.047797
0.014196,-2.3342,0.42296
-0.021484,0.015145,0.023714
-0.028534,-0.003301,0.032212
-0.030028,0.0054678,0.075288
-0.0299,0.0059241,0.071844
-0.029948,0.0062782,0.075
-0.0226,-0.013091,0.03274
-0.022275,-0.013235,0.034016
-0.023698,-0.013231,0.033423
-0.0291,-0.0046532,0.032737
-0.029096,-0.0040811,0.033788
-0.027969,-0.3296,0.23597
-0.031693,-0.18502,0.20434
-0.031075,-0.19623,0.20619
-0.030104,-0.24823,0.22016
-0.031383,-0.19057,0.20526
-0.029757,-0.25504,0.22108
-0.030229,0.0097369,0.088534
-0.030246,0.0080261,0.0892
-0.030591,0.0054275,0.098251
-0.030236,0.008891,0.088867
-0.030413,0.0069973,0.093726
-0.030416,0.00791,0.093392
0.013048,-2.2562,0.42044
-0.020991,0.015552,0.022679
-0.021236,0.016168,0.023411
-0.021026,0.015435,0.022714
-0.02127,0.01605,0.023446
-0.02152,0.016679,0.024185
0.063995,-7.5136,0.7638
-0.022399,-0.38538,0.23202
-0.022104,-0.39324,0.23293
-0.019787,-0.48981,0.24986
-0.028836,0.0037887,0.04811
-0.028872,0.0055232,0.052057
-0.02855,0.004916,0.047744
-0.02885,0.004652,0.050083
-0.028712,0.0052299,0.0499
-0.028691,0.0043576,0.047927
-0.025352,0.013822,0.037432
-0.025247,0.014437,0.03727
-0.025298,0.014132,0.037351
-0.025077,0.01353,0.035973
-0.025133,0.013227,0.036053
-0.032976,-0.011771,0.059648
-0.033138,-0.012815,0.065129
-0.032955,-0.011415,0.061831
-0.033065,-0.012249,0.062388
-0.033033,-0.011939,0.064571
-0.024681,-0.015414,0.04871
-0.024244,-0.015721,0.050789
-0.022777,-0.015473,0.049588
-0.030894,-0.017289,0.10587
-0.030979,-0.013089,0.10063
-0.022261,0.016752,0.026241
-0.022042,0.01596,0.025441
-0.022016,0.016109,0.0254
-0.030563,0.0034237,0.099
-0.030412,0.0060658,0.0941
-0.030576,0.0044365,0.098625
-0.031268,-0.3481,0.25037
-0.03573,-0.18412,0.21484
-0.034966,-0.19692,0.21693
-0.03387,-0.25498,0.2326
-0.035352,-0.19044,0.21588
-0.033446,-0.26288,0.23365
-0.024523,0.014956,0.034195
-0.02407,0.013713,0.031737
-0.024482,0.015221,0.03413
-0.024251,0.014586,0.0329
-0.024294,0.014328,0.032966
-0.031445,0.024286,0.089379
-0.03225,0.020917,0.099358
-0.032385,0.022417,0.098527
-0.03185,0.022911,0.094369
-0.032318,0.021675,0.098943
-0.031908,0.023587,0.093953
-0.029768,-0.010281,0.028207
-0.029611,-0.009614,0.027681
-0.029348,-0.010138,0.0263
-0.029701,-0.0099513,0.027944
-0.029489,-0.0098884,0.026991
-0.029559,-0.010207,0.027254
-9.7175e-05,-8.5657,0.79901
-0.029736,0.0055718,0.065595
-0.029868,0.005431,0.06867
-0.061531,-0.13333,0.24087
-0.063421,-0.11535,0.23674
-0.063063,-0.031536,0.20051
-0.062507,-0.12409,0.2388
-0.063657,-0.06604,0.21862
-0.062811,-0.07269,0.22069
-0.024025,0.028124,0.033544
-0.023087,0.026678,0.031625
-0.024172,0.028216,0.033611
-0.023542,0.027398,0.032585
-0.023689,0.027476,0.032652
-0.033007,-0.022005,0.087358
-0.032998,-0.021248,0.084305
-0.032856,-0.02319,0.088274
-0.030457,0.022385,0.082627
-0.030086,0.022281,0.078995
-0.030431,0.021797,0.082952
-0.032344,-0.0030703,0.12261
-0.032246,-0.0044355,0.12308
-0.024807,0.013254,0.034559
-0.024861,0.012952,0.034617
-0.024647,0.012369,0.033361
-0.030207,0.0030687,0.069499
-0.030095,0.0033093,0.0664
-0.030227,0.0025234,0.066668
-0.0053521,-1.1061,0.31704
-0.00077841,-1.35,0.33947
-0.0057355,-1.0903,0.3161
-0.021807,-0.014953,0.04654
-0.018456,-0.014418,0.044536
-0.016684,-0.014827,0.048246
-0.020192,-0.014694,0.045538
-0.017619,-0.014618,0.046391
-0.019467,-0.014919,0.047393
-0.028221,0.0042529,0.043881
-0.028284,0.0060026,0.047395
-0.027945,0.0052706,0.043565
-0.028249,0.0051192,0.045638
-0.028115,0.00564,0.04548
-0.028081,0.0047663,0.043723
-0.03101,0.030338,0.077504
-0.030038,0.029145,0.070842
-0.030929,0.029485,0.078139
-0.030512,0.029809,0.074173
-0.030478,0.02941,0.074491
-0.030969,0.029917,0.077822
-0.024164,0.013188,0.031844
-0.024338,0.014062,0.03302
-0.024116,0.013453,0.03179
0.027308,-4.7342,0.5116
0.025382,-5.1834,0.5296
0.027232,-4.7392,0.51254
0.012796,-2.2291,0.40649
0.0072896,-1.8479,0.38147
0.006916,-1.826,0.38052
-0.01737,-0.59817,0.26568
-0.013652,-0.75623,0.28647
-0.016985,-0.60913,0.26669
-0.031177,-0.012164,0.12127
-0.030879,-0.002213,0.10939
-0.03103,-0.015116,0.12222
-0.031035,-0.0065263,0.11533
-0.030978,-0.007846,0.11581
-0.031103,-0.013625,0.12175
-0.023798,-0.012348,0.026338
-0.022929,-0.012249,0.025853
-0.022762,-0.012352,0.026782
-0.0040554,-0.15448,0.17484
-0.00019238,-0.18631,0.185
-0.0070376,-0.18362,0.18265
-0.032062,-0.034555,0.10602
-0.032132,-0.031858,0.10207
-0.032381,-0.030414,0.10108
-0.01525,-0.74993,0.29202
